order_item_id,order_id,product_id,quantity,unit_price,total_price
12342,4139,3067,9,6953.55,62581.95
12343,4139,2592,3,251.81,755.43
12344,4139,2855,8,3107.42,24859.36
12345,4139,1371,5,385.75,1928.75
12346,4140,1274,6,311.06,1866.36
12347,4140,4630,9,946.33,8516.97
12348,4140,3848,7,249.68,1747.76
12349,4140,2170,1,1006.41,1006.41
12350,4140,354,7,393.35,2753.45
12351,4141,3486,5,230.85,1154.25
12352,4141,3575,10,74.4,744.0
12353,4141,203,2,2538.14,5076.28
12354,4141,3350,5,407.12,2035.6
12355,4141,2261,3,962.68,2888.04
12356,4142,3709,1,944.55,944.55
12357,4142,651,5,8006.77,40033.85
12358,4143,2767,6,475.42,2852.52
12359,4144,361,6,1089.67,6538.02
12360,4145,3613,8,382.21,3057.68
12361,4146,3850,9,58.26,524.34
12362,4146,3092,2,1562.71,3125.42
12363,4146,1251,4,821.33,3285.32
12364,4147,4101,8,52.68,421.44
12365,4147,3103,7,5936.23,41553.61
12366,4147,1304,7,160.93,1126.51
12367,4148,410,10,1081.68,10816.8
12368,4148,699,2,1999.49,3998.98
12369,4148,3534,4,77.95,311.8
12370,4148,1346,4,53.91,215.64
12371,4148,3179,3,2159.38,6478.14
12372,4149,1544,8,251.88,2015.04
12373,4149,4296,7,50.6,354.2
12374,4149,1741,1,427.49,427.49
12375,4150,499,2,134.45,268.9
12376,4150,1727,2,223.78,447.56
12377,4150,3213,9,6096.34,54867.06
12378,4150,4535,10,1522.79,15227.9
12379,4151,4319,1,630.4,630.4
12380,4151,2007,4,500.9,2003.6
12381,4151,1099,4,1976.53,7906.12
12382,4151,809,7,3288.68,23020.76
12383,4152,4683,6,4542.17,27253.02
12384,4152,4375,7,2222.26,15555.82
12385,4152,2092,10,784.71,7847.1
12386,4153,4044,1,783.74,783.74
12387,4154,4497,1,149.43,149.43
12388,4154,1763,1,559.9,559.9
12389,4154,3957,2,434.93,869.86
12390,4155,3425,1,34.83,34.83
12391,4155,921,1,2502.53,2502.53
12392,4155,2848,9,142.41,1281.69
12393,4156,1376,5,365.26,1826.3
12394,4156,2431,2,1166.21,2332.42
12395,4156,719,2,289.8,579.6
12396,4156,1986,10,1079.48,10794.8
12397,4157,1904,1,870.5,870.5
12398,4157,1735,2,1659.91,3319.82
12399,4157,511,6,750.17,4501.02
12400,4157,796,10,2426.82,24268.2
12401,4158,4376,2,1317.67,2635.34
12402,4158,2546,7,957.23,6700.61
12403,4158,4783,2,39.59,79.18
12404,4158,78,8,319.29,2554.32
12405,4159,2155,4,75.52,302.08
12406,4159,1212,7,176.84,1237.88
12407,4159,1695,2,604.36,1208.72
12408,4159,2323,3,993.53,2980.59
12409,4160,1802,9,456.51,4108.59
12410,4160,1170,3,1798.54,5395.62
12411,4160,2112,5,391.67,1958.35
12412,4161,4703,6,1358.33,8149.98
12413,4161,862,6,51.47,308.82
12414,4162,4476,5,1081.06,5405.3
12415,4162,783,1,884.4,884.4
12416,4163,2554,1,896.98,896.98
12417,4163,3941,6,883.01,5298.06
12418,4164,3236,1,664.36,664.36
12419,4164,3253,7,1303.23,9122.61
12420,4165,2207,4,4632.18,18528.72
12421,4165,1010,2,224.02,448.04
12422,4165,1827,1,97.42,97.42
12423,4166,3360,4,115.01,460.04
12424,4166,3615,8,1413.6,11308.8
12425,4166,2413,1,92.83,92.83
12426,4166,674,10,286.42,2864.2
12427,4166,2164,3,2765.1,8295.3
12428,4167,4162,6,1026.95,6161.7
12429,4167,1071,3,466.02,1398.06
12430,4168,2551,4,46.32,185.28
12431,4169,69,1,860.11,860.11
12432,4169,3179,3,2159.38,6478.14
12433,4170,490,6,1876.32,11257.92
12434,4170,246,5,302.73,1513.65
12435,4171,4444,3,1387.08,4161.24
12436,4171,3848,8,249.68,1997.44
12437,4171,1607,5,601.01,3005.05
12438,4171,2830,8,288.54,2308.32
12439,4172,2322,7,1608.43,11259.01
12440,4172,2592,3,251.81,755.43
12441,4173,3939,5,296.03,1480.15
12442,4173,4904,9,285.63,2570.67
12443,4173,4233,4,200.0,800.0
12444,4173,2772,2,163.16,326.32
12445,4174,1023,8,482.06,3856.48
12446,4174,3623,4,25.72,102.88
12447,4174,3824,7,657.44,4602.08
12448,4174,3323,1,48.97,48.97
12449,4174,3511,3,3120.79,9362.37
12450,4175,4889,4,703.35,2813.4
12451,4175,3756,8,26.08,208.64
12452,4175,1311,5,481.58,2407.9
12453,4176,3684,5,3160.33,15801.65
12454,4176,2167,2,148.16,296.32
12455,4176,2866,4,315.1,1260.4
12456,4177,3077,7,1599.33,11195.31
12457,4177,272,9,58.02,522.18
12458,4177,3357,1,562.55,562.55
12459,4177,2508,9,3234.49,29110.41
12460,4177,4894,10,415.12,4151.2
12461,4178,43,2,420.37,840.74
12462,4178,4583,6,495.55,2973.3
12463,4178,721,5,793.39,3966.95
12464,4179,3487,9,4963.67,44673.03
12465,4179,3767,4,115.76,463.04
12466,4179,3224,9,1418.58,12767.22
12467,4179,2430,6,302.93,1817.58
12468,4179,3130,2,269.72,539.44
12469,4180,528,4,537.4,2149.6
12470,4180,2340,10,185.7,1857.0
12471,4180,1620,2,2799.73,5599.46
12472,4180,3132,8,472.6,3780.8
12473,4180,3021,6,3026.01,18156.06
12474,4181,1707,2,1371.24,2742.48
12475,4182,1635,9,302.61,2723.49
12476,4183,4211,3,340.39,1021.17
12477,4183,2980,7,674.74,4723.18
12478,4183,1570,8,226.11,1808.88
12479,4183,3873,4,96.4,385.6
12480,4183,3270,8,1318.62,10548.96
12481,4184,4657,9,311.58,2804.22
12482,4184,4572,1,319.21,319.21
12483,4184,792,10,682.76,6827.6
12484,4184,3363,3,33.91,101.73
12485,4184,1413,4,990.73,3962.92
12486,4185,2159,3,3418.9,10256.7
12487,4186,815,3,2350.48,7051.44
12488,4187,1981,5,116.41,582.05
12489,4187,85,5,148.69,743.45
12490,4187,2139,5,77.94,389.7
12491,4188,4,8,4910.61,39284.88
12492,4188,1063,2,2801.07,5602.14
12493,4188,598,2,115.18,230.36
12494,4189,2617,10,166.23,1662.3
12495,4189,3100,7,1193.2,8352.4
12496,4190,4703,6,1358.33,8149.98
12497,4190,3366,2,9362.77,18725.54
12498,4190,1015,4,6758.48,27033.92
12499,4190,1566,6,327.87,1967.22
12500,4191,358,2,324.28,648.56
12501,4191,4769,4,2341.92,9367.68
12502,4192,1776,4,69.03,276.12
12503,4192,4746,6,326.02,1956.12
12504,4192,4845,8,2876.02,23008.16
12505,4192,2982,8,3371.59,26972.72
12506,4193,4127,10,133.42,1334.2
12507,4193,3962,8,8520.83,68166.64
12508,4193,3165,2,88.51,177.02
12509,4193,1379,8,201.58,1612.64
12510,4194,2952,2,1604.74,3209.48
12511,4194,2103,10,135.65,1356.5
12512,4194,1311,5,481.58,2407.9
12513,4194,886,1,7979.8,7979.8
12514,4195,4715,7,564.83,3953.81
12515,4196,289,1,762.11,762.11
12516,4196,2229,2,30.41,60.82
12517,4196,4194,2,13.13,26.26
12518,4196,1974,7,669.62,4687.34
12519,4196,3334,3,1182.89,3548.67
12520,4197,3356,7,390.01,2730.07
12521,4198,714,1,909.88,909.88
12522,4198,1386,1,783.32,783.32
12523,4198,662,2,220.15,440.3
12524,4198,3695,5,1849.93,9249.65
12525,4199,929,9,5233.81,47104.29
12526,4199,4352,10,536.92,5369.2
12527,4199,2009,5,1344.1,6720.5
12528,4200,3756,4,26.08,104.32
12529,4200,578,1,1589.07,1589.07
12530,4200,868,2,825.75,1651.5
12531,4200,255,7,51.19,358.33
12532,4201,24,4,59.0,236.0
12533,4202,4352,6,536.92,3221.52
12534,4203,3879,4,50.18,200.72
12535,4203,3954,1,1176.58,1176.58
12536,4203,3187,2,83.05,166.1
12537,4203,1439,5,1044.27,5221.35
12538,4203,2684,6,1498.79,8992.74
12539,4204,952,10,847.84,8478.4
12540,4204,3006,2,67.45,134.9
12541,4204,1821,3,410.64,1231.92
12542,4205,1092,7,472.85,3309.95
12543,4205,3544,6,99.34,596.04
12544,4206,4432,1,17.62,17.62
12545,4207,3920,1,457.37,457.37
12546,4208,3421,10,201.05,2010.5
12547,4208,2418,10,833.38,8333.8
12548,4208,304,5,1249.08,6245.4
12549,4209,3624,9,536.47,4828.23
12550,4209,4516,5,127.15,635.75
12551,4209,4030,2,1665.37,3330.74
12552,4210,1721,6,1079.51,6477.06
12553,4210,600,3,880.56,2641.68
12554,4210,110,1,447.17,447.17
12555,4211,2821,2,329.07,658.14
12556,4211,2588,9,368.76,3318.84
12557,4211,1445,9,910.63,8195.67
12558,4212,1814,7,1919.59,13437.13
12559,4212,2703,7,10229.32,71605.24
12560,4212,4152,6,2714.27,16285.62
12561,4213,3184,10,304.42,3044.2
12562,4213,3956,5,199.84,999.2
12563,4213,2169,4,351.98,1407.92
12564,4213,241,3,152.3,456.9
12565,4213,3697,9,212.09,1908.81
12566,4214,796,2,2426.82,4853.64
12567,4214,3764,5,1719.05,8595.25
12568,4214,2724,7,4615.17,32306.19
12569,4214,885,9,1390.54,12514.86
12570,4214,2721,2,9375.4,18750.8
12571,4215,188,6,448.26,2689.56
12572,4215,2147,1,45.3,45.3
12573,4216,4162,4,1026.95,4107.8
12574,4216,2558,6,502.54,3015.24
12575,4216,3793,7,735.39,5147.73
12576,4217,1081,6,296.38,1778.28
12577,4217,2508,2,3234.49,6468.98
12578,4217,1832,3,709.41,2128.23
12579,4217,596,5,232.66,1163.3
12580,4217,3508,1,456.28,456.28
12581,4218,3895,9,277.28,2495.52
12582,4218,623,9,8413.94,75725.46
12583,4218,2334,4,292.68,1170.72
12584,4218,1853,10,83.44,834.4
12585,4219,3612,9,590.91,5318.19
12586,4219,2121,8,18648.69,149189.52
12587,4219,3355,6,205.18,1231.08
12588,4220,2788,5,71.55,357.75
12589,4221,3079,8,710.27,5682.16
12590,4221,2165,5,5353.04,26765.2
12591,4221,2758,4,160.32,641.28
12592,4221,671,4,3241.32,12965.28
12593,4222,3418,8,682.88,5463.04
12594,4222,4263,3,1562.25,4686.75
12595,4222,1634,7,2343.85,16406.95
12596,4222,1459,8,3460.74,27685.92
12597,4222,4604,5,3576.53,17882.65
12598,4223,1661,8,3605.73,28845.84
12599,4223,2426,1,1081.38,1081.38
12600,4224,741,8,31.6,252.8
12601,4224,588,8,139.75,1118.0
12602,4224,2967,8,848.41,6787.28
12603,4225,1282,3,397.78,1193.34
12604,4225,4540,4,1578.09,6312.36
12605,4226,901,4,869.24,3476.96
12606,4226,4266,2,1048.32,2096.64
12607,4226,2528,3,1242.5,3727.5
12608,4226,132,1,554.16,554.16
12609,4227,4476,8,1081.06,8648.48
12610,4227,1992,5,1550.05,7750.25
12611,4228,1658,7,3608.34,25258.38
12612,4229,3962,6,8520.83,51124.98
12613,4229,3194,3,197.98,593.94
12614,4230,2831,3,38.81,116.43
12615,4230,1050,5,3962.95,19814.75
12616,4230,1037,10,79.52,795.2
12617,4230,1817,3,19.82,59.46
12618,4230,3518,8,945.01,7560.08
12619,4231,2708,3,518.25,1554.75
12620,4231,419,9,2932.33,26390.97
12621,4231,1092,7,472.85,3309.95
12622,4232,3967,6,797.33,4783.98
12623,4233,4213,2,1654.7,3309.4
12624,4233,3654,4,144.91,579.64
12625,4233,617,2,589.16,1178.32
12626,4233,3580,1,101.01,101.01
12627,4233,650,3,1420.72,4262.16
12628,4234,118,4,86.63,346.52
12629,4234,3498,1,465.2,465.2
12630,4234,1609,7,811.78,5682.46
12631,4235,4424,3,2066.09,6198.27
12632,4236,4239,2,4422.77,8845.54
12633,4236,2865,8,922.9,7383.2
12634,4236,2935,9,1860.64,16745.76
12635,4236,2270,10,442.45,4424.5
12636,4237,3896,6,2246.34,13478.04
12637,4237,2908,3,91.79,275.37
12638,4237,4278,2,117.3,234.6
12639,4237,368,10,509.53,5095.3
12640,4237,1721,2,1079.51,2159.02
12641,4238,1849,9,2140.5,19264.5
12642,4238,4728,7,240.3,1682.1
12643,4238,1855,6,2242.8,13456.8
12644,4238,3047,3,2844.72,8534.16
12645,4238,1889,2,245.64,491.28
12646,4239,1975,6,486.16,2916.96
12647,4239,4235,7,47.95,335.65
12648,4240,3294,9,830.18,7471.62
12649,4240,2839,1,13943.64,13943.64
12650,4241,4408,6,280.67,1684.02
12651,4241,73,5,473.84,2369.2
12652,4242,4545,7,871.25,6098.75
12653,4242,401,2,45.74,91.48
12654,4242,391,2,129.93,259.86
12655,4243,1684,3,813.34,2440.02
12656,4243,480,1,2681.07,2681.07
12657,4243,393,5,69.01,345.05
12658,4243,1350,2,356.9,713.8
12659,4244,4805,9,337.14,3034.26
12660,4244,4662,4,326.94,1307.76
12661,4244,4866,7,39.95,279.65
12662,4244,326,8,80.91,647.28
12663,4244,1587,4,651.5,2606.0
12664,4245,1499,6,2323.2,13939.2
12665,4246,3212,2,85.42,170.84
12666,4246,2167,3,148.16,444.48
12667,4246,353,7,1810.03,12670.21
12668,4246,1039,2,700.14,1400.28
12669,4247,295,3,854.17,2562.51
12670,4247,2200,10,1039.42,10394.2
12671,4247,4853,9,1108.93,9980.37
12672,4248,4652,4,1279.89,5119.56
12673,4248,2396,3,56.83,170.49
12674,4248,867,8,767.71,6141.68
12675,4248,932,2,8403.0,16806.0
12676,4248,2626,3,137.41,412.23
12677,4249,1616,2,60130.32,120260.64
12678,4249,1504,9,497.48,4477.32
12679,4250,739,6,6080.36,36482.16
12680,4250,1503,8,146.54,1172.32
12681,4250,3928,7,1000.58,7004.06
12682,4251,2943,10,1306.79,13067.9
12683,4251,1486,6,2025.34,12152.04
12684,4251,2036,3,31385.4,94156.2
12685,4252,1347,6,10.85,65.1
12686,4252,2192,8,1000.11,8000.88
12687,4252,2927,10,420.0,4200.0
12688,4253,3866,7,167.66,1173.62
12689,4253,1419,5,4950.83,24754.15
12690,4253,4743,3,501.22,1503.66
12691,4254,4454,10,780.14,7801.4
12692,4254,3452,2,76.09,152.18
12693,4254,4273,8,65.15,521.2
12694,4254,2687,3,1010.81,3032.43
12695,4254,4251,9,2508.96,22580.64
12696,4255,4235,2,47.95,95.9
12697,4255,3648,1,687.95,687.95
12698,4256,3498,3,465.2,1395.6
12699,4256,2201,6,7488.55,44931.3
12700,4257,2929,3,5333.62,16000.86
12701,4257,1225,5,378.67,1893.35
12702,4257,1855,2,2242.8,4485.6
12703,4257,3543,8,1870.07,14960.56
12704,4257,1073,1,561.07,561.07
12705,4258,1883,9,78.5,706.5
12706,4258,4228,9,938.39,8445.51
12707,4258,2451,7,126.51,885.57
12708,4258,721,1,793.39,793.39
12709,4258,4266,7,1048.32,7338.24
12710,4259,1503,7,146.54,1025.78
12711,4259,2626,10,137.41,1374.1
12712,4260,4911,5,229.8,1149.0
12713,4261,3406,7,11.2,78.4
12714,4262,2108,3,1302.7,3908.1
12715,4262,2676,1,26.33,26.33
12716,4262,3009,6,2536.76,15220.56
12717,4262,3114,3,81.48,244.44
12718,4262,4746,8,326.02,2608.16
12719,4263,3043,10,207.43,2074.3
12720,4263,1871,4,95.21,380.84
12721,4263,4544,5,204.0,1020.0
12722,4264,4746,7,326.02,2282.14
12723,4265,932,10,8403.0,84030.0
12724,4265,4185,6,243.83,1462.98
12725,4266,2784,6,104.75,628.5
12726,4267,4547,9,430.05,3870.45
12727,4267,2361,7,106.76,747.32
12728,4268,3698,6,823.46,4940.76
12729,4268,1955,9,204.61,1841.49
12730,4268,2403,8,220.21,1761.68
12731,4268,1792,7,594.16,4159.12
12732,4268,2793,10,269.11,2691.1
12733,4269,4046,7,268.26,1877.82
12734,4269,3531,2,4725.63,9451.26
12735,4270,1652,2,815.09,1630.18
12736,4271,3164,2,176.39,352.78
12737,4271,2699,9,1271.2,11440.8
12738,4271,3422,6,445.31,2671.86
12739,4271,20,5,60.11,300.55
12740,4272,3847,1,2568.05,2568.05
12741,4272,4559,8,223.22,1785.76
12742,4272,1330,9,1229.67,11067.03
12743,4272,2338,1,538.76,538.76
12744,4272,997,1,7414.09,7414.09
12745,4273,3839,7,117.04,819.28
12746,4273,2242,6,1201.38,7208.28
12747,4273,2249,1,376.5,376.5
12748,4273,2934,7,2095.52,14668.64
12749,4274,1347,1,10.85,10.85
12750,4275,4289,8,4809.29,38474.32
12751,4276,1253,9,25.13,226.17
12752,4276,2730,7,241.45,1690.15
12753,4277,4567,1,1795.99,1795.99
12754,4277,456,6,152.22,913.32
12755,4277,1940,9,579.16,5212.44
12756,4278,2851,4,219.69,878.76
12757,4279,3439,6,72.4,434.4
12758,4279,233,4,535.37,2141.48
12759,4279,1243,5,208.95,1044.75
12760,4280,1693,1,1847.44,1847.44
12761,4281,84,4,229.8,919.2
12762,4281,356,9,111.14,1000.26
12763,4281,4101,6,52.68,316.08
12764,4281,2244,3,47.86,143.58
12765,4282,2539,9,77.17,694.53
12766,4282,4913,9,1728.97,15560.73
12767,4283,3862,7,153.02,1071.14
12768,4283,1939,9,2548.57,22937.13
12769,4284,2691,7,108.81,761.67
12770,4284,410,9,1081.68,9735.12
12771,4284,4020,4,438.11,1752.44
12772,4284,3255,6,867.87,5207.22
12773,4284,2394,8,188.59,1508.72
12774,4285,2053,7,186.31,1304.17
12775,4285,488,2,98.72,197.44
12776,4285,691,1,290.95,290.95
12777,4285,4584,5,1620.7,8103.5
12778,4286,4776,1,1617.36,1617.36
12779,4286,694,7,1259.55,8816.85
12780,4287,2907,9,267.82,2410.38
12781,4287,4075,6,256.13,1536.78
12782,4288,2098,7,100.17,701.19
12783,4289,448,3,122.09,366.27
12784,4290,1659,1,110.48,110.48
12785,4290,104,10,150.08,1500.8
12786,4290,2960,9,95.12,856.08
12787,4291,325,4,110.56,442.24
12788,4291,2189,5,262.63,1313.15
12789,4291,4730,2,514.72,1029.44
12790,4292,2988,5,575.17,2875.85
12791,4292,27,2,88.95,177.9
12792,4292,3697,8,212.09,1696.72
12793,4292,2401,10,169.36,1693.6
12794,4292,2937,1,202.07,202.07
12795,4293,2589,5,150.59,752.95
12796,4293,2084,10,15.96,159.6
12797,4294,2572,4,56.92,227.68
12798,4294,434,6,1466.92,8801.52
12799,4295,767,4,474.44,1897.76
12800,4295,2663,6,1224.7,7348.2
12801,4295,907,3,65.03,195.09
12802,4295,3393,5,447.49,2237.45
12803,4295,58,1,314.44,314.44
12804,4296,4892,4,80.29,321.16
12805,4296,4554,8,117.37,938.96
12806,4296,2876,6,127.75,766.5
12807,4296,4485,7,475.19,3326.33
12808,4296,4442,1,698.78,698.78
12809,4297,3326,7,1019.8,7138.6
12810,4297,2260,4,673.87,2695.48
12811,4297,247,7,245.23,1716.61
12812,4297,3684,4,3160.33,12641.32
12813,4298,3977,6,1068.46,6410.76
12814,4298,330,3,1283.22,3849.66
12815,4298,3905,9,5635.13,50716.17
12816,4298,3600,4,355.45,1421.8
12817,4298,3190,3,7777.87,23333.61
12818,4299,4504,5,929.0,4645.0
12819,4300,581,8,830.77,6646.16
12820,4300,3754,5,255.26,1276.3
12821,4300,2727,6,2279.71,13678.26
12822,4300,4323,5,3118.27,15591.35
12823,4300,4584,10,1620.7,16207.0
12824,4301,674,7,286.42,2004.94
12825,4302,859,8,218.39,1747.12
12826,4302,1973,5,1337.37,6686.85
12827,4302,4038,5,358.65,1793.25
12828,4302,1460,3,1372.49,4117.47
12829,4303,4752,10,340.42,3404.2
12830,4304,2364,4,2653.52,10614.08
12831,4305,2939,1,42.75,42.75
12832,4306,3603,1,10821.89,10821.89
12833,4306,3945,2,269.42,538.84
12834,4306,368,3,509.53,1528.59
12835,4306,324,3,11535.55,34606.65
12836,4306,1778,5,472.98,2364.9
12837,4307,1463,6,365.43,2192.58
12838,4307,333,10,560.21,5602.1
12839,4307,3299,2,88.64,177.28
12840,4307,4497,4,149.43,597.72
12841,4307,147,4,78.19,312.76
12842,4308,3395,3,9637.54,28912.62
12843,4308,4495,10,1807.43,18074.3
12844,4308,4589,2,250.92,501.84
12845,4308,4599,10,941.32,9413.2
12846,4308,1896,3,287.03,861.09
12847,4309,2103,1,135.65,135.65
12848,4309,451,8,455.13,3641.04
12849,4309,4198,3,47.76,143.28
12850,4309,3396,10,62.53,625.3
12851,4309,1705,2,924.58,1849.16
12852,4310,1397,5,66.28,331.4
12853,4310,857,10,143.46,1434.6
12854,4311,487,1,189.57,189.57
12855,4312,1051,6,195.64,1173.84
12856,4312,4814,2,149.71,299.42
12857,4313,1840,4,365.93,1463.72
12858,4313,2131,6,965.19,5791.14
12859,4313,1729,5,867.43,4337.15
12860,4313,1501,2,1607.04,3214.08
12861,4314,3064,6,226.02,1356.12
12862,4315,4920,2,3476.31,6952.62
12863,4315,581,10,830.77,8307.7
12864,4315,4360,4,1387.06,5548.24
12865,4315,1003,1,546.78,546.78
12866,4315,1864,1,36.3,36.3
12867,4316,1222,8,795.79,6366.32
12868,4316,168,4,8602.41,34409.64
12869,4316,2068,5,408.79,2043.95
12870,4317,4382,5,651.25,3256.25
12871,4318,465,5,422.47,2112.35
12872,4318,1723,9,1514.47,13630.23
12873,4318,60,8,2160.13,17281.04
12874,4319,2942,5,248.36,1241.8
12875,4319,295,6,854.17,5125.02
12876,4319,2966,6,339.11,2034.66
12877,4320,3075,5,166.51,832.55
12878,4320,2174,6,627.81,3766.86
12879,4320,1179,7,113.49,794.43
12880,4320,2338,7,538.76,3771.32
12881,4320,2992,1,1233.72,1233.72
12882,4321,1349,4,64.35,257.4
12883,4321,747,4,661.66,2646.64
12884,4321,2234,2,1907.41,3814.82
12885,4321,805,7,260.57,1823.99
12886,4322,4606,9,341.75,3075.75
12887,4322,2441,5,6897.98,34489.9
12888,4323,1803,6,172.78,1036.68
12889,4323,4005,6,64.35,386.1
12890,4323,1803,2,172.78,345.56
12891,4323,2452,9,143.58,1292.22
12892,4323,37,9,683.96,6155.64
12893,4324,416,3,162.7,488.1
12894,4325,1061,4,1591.06,6364.24
12895,4325,1886,4,761.16,3044.64
12896,4325,1162,10,15537.66,155376.6
12897,4325,3346,2,5752.05,11504.1
12898,4326,1995,1,847.07,847.07
12899,4326,74,3,5226.9,15680.7
12900,4326,350,8,363.01,2904.08
12901,4326,72,7,5022.4,35156.8
12902,4326,2404,8,332.66,2661.28
12903,4327,2610,9,3384.36,30459.24
12904,4327,293,1,206.55,206.55
12905,4328,810,8,130.67,1045.36
12906,4328,2165,5,5353.04,26765.2
12907,4328,580,2,2780.09,5560.18
12908,4328,3821,1,274.45,274.45
12909,4328,3824,3,657.44,1972.32
12910,4329,194,9,77.17,694.53
12911,4329,4885,5,1291.15,6455.75
12912,4330,3323,7,48.97,342.79
12913,4330,1281,10,610.89,6108.9
12914,4330,4206,2,195.42,390.84
12915,4330,4812,10,28.32,283.2
12916,4331,4190,9,454.83,4093.47
12917,4331,1549,6,1577.71,9466.26
12918,4331,4178,5,792.41,3962.05
12919,4331,1570,5,226.11,1130.55
12920,4332,3847,7,2568.05,17976.35
12921,4333,510,4,143.77,575.08
12922,4333,3523,1,117.46,117.46
12923,4333,1360,10,658.29,6582.9
12924,4334,1765,1,345.68,345.68
12925,4335,992,3,23.38,70.14
12926,4335,3815,2,75.03,150.06
12927,4335,4342,2,666.78,1333.56
12928,4336,4796,9,75.08,675.72
12929,4337,2168,7,75.81,530.67
12930,4337,2600,3,239.07,717.21
12931,4337,2491,9,489.73,4407.57
12932,4338,1082,7,296.11,2072.77
12933,4338,2903,3,212.69,638.07
12934,4338,1643,5,443.7,2218.5
12935,4338,1751,1,8.67,8.67
12936,4338,2511,1,1030.1,1030.1
12937,4339,1797,3,309.83,929.49
12938,4339,2849,3,200.9,602.7
12939,4339,4619,6,487.7,2926.2
12940,4339,3151,10,1767.96,17679.6
12941,4340,117,4,474.63,1898.52
12942,4341,1309,5,2548.99,12744.95
12943,4341,841,6,464.25,2785.5
12944,4341,2322,5,1608.43,8042.15
12945,4342,4708,6,241.88,1451.28
12946,4342,4265,2,457.08,914.16
12947,4342,4447,6,133.92,803.52
12948,4342,51,2,813.0,1626.0
12949,4343,162,9,1628.21,14653.89
12950,4343,1688,9,676.1,6084.9
12951,4344,1402,2,1118.32,2236.64
12952,4344,560,7,265.9,1861.3
12953,4344,1600,5,167.77,838.85
12954,4344,4053,1,997.26,997.26
12955,4344,969,7,470.77,3295.39
12956,4345,2058,2,1856.02,3712.04
12957,4345,4293,4,53.98,215.92
12958,4345,4218,5,242.73,1213.65
12959,4346,1734,7,317.3,2221.1
12960,4346,1746,2,714.91,1429.82
12961,4347,3332,2,49.21,98.42
12962,4347,4654,8,1273.75,10190.0
12963,4347,1782,1,441.4,441.4
12964,4347,914,5,5328.3,26641.5
12965,4348,771,2,1445.54,2891.08
12966,4349,2414,10,126.26,1262.6
12967,4350,4691,10,441.66,4416.6
12968,4350,58,6,314.44,1886.64
12969,4350,3374,8,7520.61,60164.88
12970,4350,4493,6,206.56,1239.36
12971,4350,4132,7,501.72,3512.04
12972,4351,486,8,59.22,473.76
12973,4351,3199,2,286.04,572.08
12974,4351,4401,5,1038.53,5192.65
12975,4352,2217,3,259.7,779.1
12976,4353,756,7,25930.66,181514.62
12977,4354,1785,5,565.82,2829.1
12978,4354,482,2,119.26,238.52
12979,4355,3266,4,9195.18,36780.72
12980,4355,1771,2,533.79,1067.58
12981,4355,1883,10,78.5,785.0
12982,4355,1710,4,115.91,463.64
12983,4356,1589,7,144.49,1011.43
12984,4356,623,8,8413.94,67311.52
12985,4356,4720,9,591.29,5321.61
12986,4356,2399,5,682.33,3411.65
12987,4357,4760,10,1476.55,14765.5
12988,4357,4121,4,200.97,803.88
12989,4357,3045,9,1460.48,13144.32
12990,4357,4010,5,1292.84,6464.2
12991,4357,2201,9,7488.55,67396.95
12992,4358,1648,2,2193.39,4386.78
12993,4358,1137,5,2977.42,14887.1
12994,4358,517,8,1059.96,8479.68
12995,4359,878,7,699.45,4896.15
12996,4359,2392,9,124.01,1116.09
12997,4359,3795,1,505.95,505.95
12998,4360,3543,5,1870.07,9350.35
12999,4360,152,1,840.74,840.74
13000,4360,944,5,430.89,2154.45
13001,4361,644,4,52.45,209.8
13002,4361,2044,8,628.38,5027.04
13003,4361,411,10,1453.94,14539.4
13004,4361,2197,8,947.13,7577.04
13005,4361,1359,7,54.39,380.73
13006,4362,902,7,277.16,1940.12
13007,4362,1935,2,26400.1,52800.2
13008,4363,3839,8,117.04,936.32
13009,4363,3451,2,244.24,488.48
13010,4363,2885,8,8.11,64.88
13011,4364,1821,6,410.64,2463.84
13012,4364,2682,2,317.84,635.68
13013,4364,1840,7,365.93,2561.51
13014,4365,4906,4,2012.19,8048.76
13015,4365,135,2,125.9,251.8
13016,4365,3148,10,171.8,1718.0
13017,4366,3045,3,1460.48,4381.44
13018,4366,4639,7,24.25,169.75
13019,4366,3604,3,500.51,1501.53
13020,4367,1941,5,793.68,3968.4
13021,4367,4018,1,1420.64,1420.64
13022,4367,668,5,4772.37,23861.85
13023,4368,1405,8,2227.6,17820.8
13024,4368,4695,2,375.52,751.04
13025,4368,413,3,50.07,150.21
13026,4368,3083,10,26.15,261.5
13027,4368,4091,5,96.22,481.1
13028,4369,4156,10,361.01,3610.1
13029,4369,189,7,140.39,982.73
13030,4370,4654,1,1273.75,1273.75
13031,4370,2227,7,4204.93,29434.51
13032,4370,1966,7,571.91,4003.37
13033,4370,2326,4,1363.38,5453.52
13034,4371,2111,5,221.06,1105.3
13035,4372,3830,10,1028.62,10286.2
13036,4372,3521,10,1062.87,10628.7
13037,4372,4082,8,175.44,1403.52
13038,4372,770,6,7580.09,45480.54
13039,4372,3614,7,905.36,6337.52
13040,4373,3341,8,1441.91,11535.28
13041,4374,145,2,738.36,1476.72
13042,4375,4504,1,929.0,929.0
13043,4375,179,3,336.17,1008.51
13044,4376,1607,2,601.01,1202.02
13045,4376,4557,2,110.63,221.26
13046,4376,299,1,1692.4,1692.4
