order_id,customer_id,order_date,order_status,total_amount
2278,4994,2025-09-06,Shipped,21395.15
2279,1485,2025-01-23,Delivered,37704.52
2280,1630,2024-07-24,Confirmed,7107.09
2281,1916,2024-07-17,Pending,7246.46
2282,2705,2024-06-28,Delivered,28894.04
2283,1766,2024-06-01,Confirmed,43951.83
2284,180,2024-10-04,Confirmed,10264.79
2285,3838,2025-04-05,Delivered,3852.18
2286,1007,2026-01-20,Delivered,39274.0
2287,88,2025-02-19,Delivered,42867.19
2288,3919,2024-07-06,Cancelled,30693.08
2289,2041,2024-12-30,Pending,9091.26
2290,3033,2025-11-30,Confirmed,3274.48
2291,1891,2024-08-07,Cancelled,28028.37
2292,3995,2024-11-02,Confirmed,12131.9
2293,2219,2024-09-20,Confirmed,2810.0
2294,2425,2025-08-18,Delivered,3871.02
2295,135,2025-09-29,Pending,22983.83
2296,1339,2024-07-27,Confirmed,14987.37
2297,480,2025-02-28,Delivered,40809.05
2298,2122,2025-04-10,Cancelled,23397.21
2299,3902,2024-05-26,Delivered,16395.19
2300,3391,2024-11-04,Pending,31303.78
2301,1499,2025-10-19,Shipped,2977.3
2302,4437,2025-02-14,Confirmed,27072.74
2303,1263,2025-05-08,Delivered,31631.65
2304,4144,2025-01-24,Pending,9404.0
2305,4906,2025-01-01,Pending,40231.89
2306,2812,2025-10-02,Delivered,20013.04
2307,2309,2025-08-11,Shipped,45785.48
2308,2027,2024-07-11,Delivered,12830.64
2309,3698,2024-08-22,Cancelled,38586.34
2310,1527,2024-04-30,Pending,6934.54
2311,387,2024-05-10,Pending,26780.33
2312,344,2025-07-21,Confirmed,34996.01
2313,4529,2026-01-16,Delivered,40463.45
2314,410,2025-11-01,Pending,22993.52
2315,3971,2024-04-02,Shipped,34832.5
2316,1848,2025-11-17,Cancelled,7977.0
2317,4815,2024-05-28,Cancelled,31053.9
2318,2908,2026-01-23,Confirmed,30109.79
2319,4047,2024-06-03,Pending,9046.84
2320,4033,2024-07-06,Delivered,37547.7
2321,1805,2024-10-24,Cancelled,22992.97
2322,176,2024-07-28,Shipped,42929.17
2323,1183,2024-07-14,Pending,19096.18
2324,2626,2025-03-03,Shipped,29759.58
2325,3134,2025-12-04,Confirmed,45484.2
2326,4421,2024-02-13,Confirmed,10516.66
2327,2412,2024-12-04,Shipped,22419.52
2328,2497,2024-03-01,Cancelled,42110.58
2329,4167,2025-07-07,Cancelled,29215.48
2330,97,2025-01-15,Shipped,23498.93
2331,85,2024-07-31,Shipped,30885.56
2332,4158,2025-03-04,Shipped,4032.89
2333,1553,2024-12-28,Delivered,25093.34
2334,1489,2025-11-11,Delivered,21643.36
2335,1714,2025-12-16,Confirmed,47407.62
2336,2594,2025-10-16,Delivered,12041.99
2337,3706,2024-08-19,Delivered,23971.18
2338,1311,2024-08-04,Shipped,28578.32
2339,3428,2024-02-29,Pending,44348.2
2340,4447,2025-02-03,Pending,7517.11
2341,1097,2025-10-23,Pending,32878.93
2342,1292,2025-09-20,Confirmed,29830.19
2343,585,2024-06-10,Shipped,46241.0
2344,1789,2025-04-07,Pending,8005.92
2345,2588,2025-01-02,Cancelled,20410.05
2346,2002,2025-05-03,Delivered,33584.57
2347,3348,2024-07-18,Confirmed,41420.07
2348,1474,2024-12-11,Pending,21857.49
2349,2747,2024-04-29,Shipped,31363.37
2350,4516,2024-03-10,Shipped,5306.25
2351,877,2024-09-08,Confirmed,32907.71
2352,358,2024-03-24,Shipped,28907.88
2353,1287,2024-09-28,Pending,41036.64
2354,1449,2024-05-07,Confirmed,5170.88
2355,625,2024-08-07,Shipped,37584.57
2356,923,2025-07-19,Shipped,27147.16
2357,4452,2025-05-02,Delivered,27021.38
2358,2441,2025-03-29,Pending,5647.07
2359,899,2025-09-30,Cancelled,16672.47
2360,4402,2025-09-03,Pending,19778.44
2361,1095,2024-12-20,Pending,2607.72
2362,1456,2025-03-15,Cancelled,46439.4
2363,3623,2025-07-05,Cancelled,24281.86
2364,4267,2024-12-29,Shipped,38908.95
2365,3291,2025-03-15,Shipped,47313.71
2366,2547,2025-03-26,Pending,29991.77
2367,1784,2024-06-23,Shipped,33095.95
2368,1155,2024-06-05,Delivered,40528.83
2369,616,2024-08-13,Confirmed,9559.58
2370,524,2024-12-20,Pending,14573.94
2371,2073,2025-10-30,Cancelled,11239.43
2372,2306,2024-06-06,Delivered,46914.21
2373,917,2025-09-15,Pending,23817.44
2374,3658,2025-11-02,Confirmed,41356.43
2375,4818,2025-04-03,Cancelled,29906.04
2376,2275,2025-10-31,Cancelled,34687.41
2377,1318,2024-05-20,Cancelled,35066.29
2378,4502,2024-06-04,Pending,3322.15
2379,3460,2025-04-29,Delivered,1536.37
2380,1378,2026-01-16,Pending,3588.2
2381,1612,2025-02-02,Confirmed,27192.45
2382,4457,2024-08-28,Delivered,9833.33
2383,32,2024-05-20,Shipped,31774.51
2384,1471,2025-01-11,Shipped,12591.45
2385,1925,2025-08-07,Cancelled,35634.33
2386,4532,2025-02-09,Confirmed,46282.79
2387,1401,2025-11-03,Cancelled,38481.67
2388,489,2024-04-15,Delivered,20206.33
2389,3541,2026-01-26,Confirmed,41220.43
2390,2000,2025-05-03,Confirmed,9276.87
2391,1695,2025-09-03,Cancelled,30665.98
2392,1670,2025-03-12,Confirmed,40820.59
2393,683,2025-04-04,Cancelled,17143.01
2394,4443,2024-06-07,Delivered,9263.14
2395,859,2025-05-22,Confirmed,21985.65
2396,891,2024-12-20,Pending,48670.8
2397,1271,2024-08-24,Cancelled,39659.55
2398,1849,2024-09-04,Cancelled,8041.55
2399,4429,2026-01-01,Cancelled,36688.95
2400,2862,2024-09-28,Confirmed,23323.79
2401,519,2025-10-18,Cancelled,24105.1
2402,163,2026-02-06,Delivered,47657.05
2403,4039,2025-06-19,Delivered,5201.11
2404,3462,2024-03-27,Shipped,41363.33
2405,52,2024-08-01,Cancelled,26371.01
2406,2183,2025-12-12,Confirmed,38631.06
2407,1044,2025-11-09,Delivered,30531.59
2408,957,2025-04-06,Delivered,45951.93
2409,907,2026-01-23,Shipped,48511.88
2410,4748,2025-04-16,Cancelled,32340.95
2411,2449,2025-08-19,Shipped,33206.69
2412,137,2024-08-12,Confirmed,35224.01
2413,3020,2025-03-03,Delivered,26926.4
2414,2900,2024-08-04,Cancelled,41556.93
2415,2652,2024-07-02,Delivered,10604.93
2416,4156,2025-11-04,Cancelled,28492.47
2417,2814,2024-07-27,Shipped,11564.03
2418,3565,2024-11-17,Pending,38317.82
2419,1119,2024-12-13,Cancelled,43151.83
2420,3646,2024-03-06,Shipped,31556.38
2421,3376,2024-07-07,Delivered,29718.15
2422,516,2024-12-19,Delivered,28917.67
2423,3969,2025-03-23,Pending,28340.58
2424,4877,2025-08-31,Delivered,15696.18
2425,4080,2026-01-08,Shipped,28177.92
2426,4678,2026-01-14,Shipped,20578.59
2427,4171,2024-04-29,Confirmed,40235.02
2428,2477,2025-07-12,Pending,20842.2
2429,2368,2024-10-17,Delivered,26189.88
2430,2813,2025-11-18,Confirmed,20234.07
2431,4395,2025-09-29,Cancelled,5787.48
2432,2400,2025-03-07,Cancelled,26918.36
2433,2376,2024-11-09,Shipped,988.88
2434,1366,2025-10-23,Cancelled,40407.08
2435,2677,2024-02-22,Confirmed,6354.24
2436,1344,2024-03-15,Delivered,7407.28
2437,321,2025-05-26,Delivered,20310.63
2438,4931,2025-08-31,Pending,1394.87
2439,1468,2025-08-22,Shipped,26964.74
2440,2938,2024-10-27,Cancelled,5666.55
2441,5,2024-09-25,Cancelled,43924.36
2442,4552,2025-09-20,Confirmed,43809.23
2443,2703,2024-03-25,Delivered,15603.5
2444,4515,2025-08-18,Confirmed,31133.29
2445,2146,2025-06-11,Pending,27889.94
2446,1938,2025-04-12,Pending,7894.18
2447,3036,2025-05-14,Pending,2838.54
2448,377,2024-09-16,Shipped,36150.09
2449,3304,2026-01-07,Pending,29812.61
2450,2916,2025-10-14,Confirmed,1355.73
2451,3174,2025-02-12,Shipped,5306.02
2452,4632,2024-11-05,Confirmed,41360.67
2453,2411,2025-08-19,Delivered,22716.86
2454,4118,2024-04-05,Delivered,45742.04
2455,970,2024-03-02,Cancelled,23869.15
2456,287,2025-04-11,Pending,6093.43
2457,3504,2024-09-07,Shipped,44483.5
2458,390,2024-06-16,Confirmed,13933.47
2459,2483,2024-12-10,Shipped,7010.57
2460,355,2025-10-13,Delivered,24455.42
2461,2810,2025-12-24,Delivered,28151.99
2462,3066,2025-03-28,Confirmed,15393.73
2463,3096,2024-03-22,Confirmed,39476.17
2464,958,2024-06-20,Shipped,45552.98
2465,4894,2025-10-29,Delivered,43676.01
2466,2584,2024-07-01,Delivered,38521.86
2467,1482,2024-08-18,Pending,30644.93
2468,1933,2025-01-16,Confirmed,46627.57
2469,2416,2025-12-06,Delivered,39759.85
2470,4088,2024-11-02,Shipped,24279.82
2471,2487,2025-03-16,Cancelled,14784.4
2472,3051,2025-01-10,Cancelled,11530.45
2473,2673,2025-05-04,Confirmed,5271.25
2474,4378,2024-10-06,Confirmed,15970.72
2475,671,2025-06-26,Confirmed,14729.76
2476,1788,2025-02-02,Pending,8728.1
2477,462,2025-10-14,Pending,37180.6
2478,1047,2025-03-21,Confirmed,47351.99
2479,3870,2024-04-21,Confirmed,46195.22
2480,1173,2025-11-28,Delivered,24985.35
2481,2218,2025-04-22,Cancelled,32305.63
2482,2839,2024-10-21,Cancelled,16388.76
2483,2632,2026-01-03,Cancelled,16573.84
2484,4788,2024-08-15,Shipped,8930.4
2485,1147,2025-01-31,Shipped,5519.46
2486,4116,2024-06-09,Shipped,24718.05
2487,689,2025-11-02,Delivered,3794.73
2488,428,2025-01-21,Cancelled,42658.13
2489,2976,2024-03-31,Shipped,30164.67
2490,3672,2024-11-02,Delivered,15709.19
2491,1887,2025-06-08,Shipped,32112.11
2492,1157,2025-02-11,Shipped,22198.84
2493,2424,2025-08-06,Pending,41746.71
2494,976,2025-05-29,Shipped,29238.76
2495,4679,2026-01-31,Delivered,10372.22
2496,4941,2024-12-04,Confirmed,2314.03
2497,4001,2024-10-05,Cancelled,26948.62
2498,1600,2024-09-26,Pending,26727.63
2499,682,2025-04-18,Pending,34574.85
2500,4270,2024-10-14,Cancelled,49029.95
2501,307,2025-04-24,Cancelled,23984.5
2502,1435,2025-08-12,Cancelled,3881.71
2503,3932,2024-08-08,Cancelled,24023.28
2504,2337,2024-02-21,Cancelled,22022.35
2505,513,2024-12-31,Shipped,9486.19
2506,2505,2025-05-12,Delivered,16672.38
2507,1743,2025-12-19,Shipped,36582.46
2508,4194,2025-06-20,Pending,5525.59
2509,880,2025-09-12,Shipped,21530.36
2510,1541,2025-06-15,Shipped,14321.21
2511,4068,2025-03-08,Pending,36893.42
2512,3104,2025-05-10,Confirmed,29828.25
2513,4824,2025-03-25,Pending,49353.38
2514,1720,2024-09-28,Delivered,7259.31
2515,4716,2025-10-23,Shipped,44488.61
2516,3523,2025-11-17,Shipped,48597.6
2517,432,2025-01-26,Cancelled,29583.33
2518,238,2025-10-03,Pending,6052.19
2519,4879,2025-08-10,Cancelled,17344.07
2520,4731,2024-10-02,Pending,26798.94
2521,2789,2024-10-08,Confirmed,5212.38
2522,4427,2024-05-09,Cancelled,20775.14
2523,2380,2025-07-30,Shipped,8924.96
2524,3194,2024-12-09,Shipped,36938.07
2525,4233,2025-07-22,Shipped,31153.03
2526,3751,2025-12-29,Cancelled,18850.25
2527,4597,2024-08-04,Shipped,41282.32
2528,2692,2025-06-28,Cancelled,17752.21
2529,1036,2025-07-28,Cancelled,37223.91
2530,421,2025-10-10,Confirmed,7601.23
2531,4783,2025-05-08,Delivered,36690.84
2532,607,2025-10-27,Confirmed,15312.37
2533,1537,2025-08-18,Cancelled,45411.54
2534,672,2025-05-19,Delivered,1212.24
2535,4757,2025-01-13,Cancelled,15312.81
2536,2693,2024-11-06,Pending,39600.42
2537,3486,2024-09-10,Delivered,38147.2
2538,4286,2024-07-24,Delivered,49111.11
2539,680,2024-05-29,Confirmed,36442.91
2540,244,2025-11-26,Confirmed,26644.07
2541,3559,2025-01-26,Cancelled,6146.81
2542,4736,2024-05-05,Confirmed,30682.85
2543,4414,2025-06-29,Pending,14117.56
2544,4723,2025-01-21,Pending,44431.64
2545,4693,2024-03-06,Confirmed,41753.03
2546,3834,2025-05-12,Cancelled,2826.21
2547,1211,2024-12-31,Cancelled,43141.43
2548,4794,2025-04-20,Confirmed,11440.05
2549,733,2025-02-28,Shipped,37353.42
2550,170,2025-08-16,Delivered,48078.65
2551,2609,2024-02-24,Confirmed,6763.56
2552,164,2025-03-22,Pending,6532.1
2553,4789,2024-10-15,Pending,1016.54
2554,1030,2025-08-10,Cancelled,49245.56
2555,1102,2024-12-22,Shipped,17803.31
2556,3495,2024-10-18,Pending,28911.4
2557,4351,2026-01-18,Shipped,41404.41
2558,4115,2024-05-25,Pending,2614.47
2559,500,2025-01-12,Confirmed,15317.17
2560,1693,2025-05-29,Delivered,3949.1
2561,4350,2025-01-28,Delivered,10679.26
2562,1146,2025-03-29,Delivered,4403.86
2563,2857,2026-01-18,Cancelled,36170.91
2564,4656,2025-03-28,Confirmed,10844.8
2565,495,2024-10-16,Pending,31518.25
2566,2636,2025-08-22,Delivered,4972.21
2567,2392,2025-11-21,Delivered,33450.13
2568,2739,2024-05-10,Delivered,41110.36
2569,4791,2024-10-14,Delivered,28620.94
2570,2841,2025-02-11,Pending,5512.47
2571,2017,2024-12-05,Delivered,47847.68
2572,349,2025-11-01,Confirmed,41996.8
2573,3863,2024-10-14,Delivered,9494.68
2574,1298,2024-03-11,Cancelled,29927.82
2575,3099,2025-12-08,Delivered,731.96
2576,2417,2024-10-24,Confirmed,26301.38
2577,2089,2025-03-04,Shipped,3900.06
2578,3377,2026-02-02,Pending,2230.62
2579,3784,2024-05-29,Shipped,31913.0
2580,2743,2024-09-08,Cancelled,43673.52
2581,2455,2025-11-23,Delivered,41497.66
2582,3059,2024-03-26,Pending,2354.93
2583,4590,2025-12-28,Cancelled,560.51
2584,1754,2025-06-28,Pending,13570.91
2585,3439,2025-06-24,Confirmed,21399.92
2586,840,2025-07-17,Shipped,31871.12
2587,2217,2026-01-04,Delivered,6244.93
2588,1884,2025-09-26,Cancelled,16190.93
2589,178,2024-09-15,Cancelled,20882.19
2590,3428,2024-03-28,Delivered,20405.53
2591,4972,2026-01-23,Pending,28698.56
2592,4143,2024-08-07,Cancelled,38294.8
2593,4171,2024-11-22,Delivered,38380.41
2594,2873,2025-01-04,Pending,42856.09
2595,2693,2024-10-11,Cancelled,37556.52
2596,1113,2025-05-21,Delivered,6602.65
2597,1611,2024-11-10,Pending,32269.27
2598,4529,2025-04-22,Cancelled,49263.41
2599,3144,2024-05-30,Shipped,38895.15
2600,1664,2024-03-18,Shipped,47382.0
2601,4128,2025-10-08,Cancelled,45106.72
2602,4043,2025-07-15,Confirmed,27644.65
2603,2943,2025-05-10,Cancelled,11511.01
2604,1757,2024-10-08,Delivered,14556.25
2605,3683,2025-06-12,Pending,41555.3
2606,1906,2024-05-18,Pending,30449.62
2607,924,2025-11-10,Shipped,10053.57
2608,3434,2025-11-25,Pending,9721.34
2609,3244,2024-06-21,Confirmed,17759.7
2610,324,2024-07-31,Shipped,3857.09
2611,1906,2024-08-04,Pending,30755.05
2612,2918,2025-12-11,Delivered,23360.35
2613,2200,2024-02-19,Shipped,3781.1
2614,4053,2024-04-09,Cancelled,42023.85
2615,817,2024-11-16,Cancelled,11147.03
2616,3042,2024-11-15,Confirmed,42089.34
2617,617,2025-12-01,Pending,31258.52
2618,2536,2025-11-03,Pending,47760.2
2619,1182,2024-07-08,Shipped,27427.31
2620,231,2025-06-02,Cancelled,36644.39
2621,3889,2025-09-05,Confirmed,37348.24
2622,4705,2024-10-30,Delivered,10631.96
2623,3058,2024-08-11,Pending,49596.86
2624,1181,2024-12-13,Confirmed,14835.82
2625,1753,2024-11-09,Confirmed,21251.19
2626,4372,2024-06-01,Cancelled,3055.08
2627,2503,2024-08-27,Delivered,26529.1
2628,3126,2024-05-23,Confirmed,2987.9
2629,1224,2024-02-24,Cancelled,20268.14
2630,1392,2026-01-23,Pending,46745.38
2631,288,2024-07-16,Pending,29930.56
2632,3203,2024-10-11,Delivered,36211.36
2633,4680,2024-04-23,Shipped,10231.4
2634,4780,2025-08-21,Pending,993.83
2635,3898,2025-06-02,Cancelled,15992.93
2636,785,2024-04-13,Delivered,12548.05
2637,4613,2025-01-18,Pending,1786.84
2638,1772,2025-05-29,Cancelled,23343.22
2639,284,2024-08-24,Delivered,8997.43
2640,895,2024-05-17,Confirmed,27256.53
2641,4640,2025-03-07,Pending,37290.6
2642,620,2025-06-09,Delivered,25032.91
2643,983,2024-08-20,Pending,40311.12
2644,2591,2024-10-28,Shipped,37302.33
2645,4064,2024-06-05,Pending,28689.23
2646,561,2025-08-25,Delivered,41794.61
2647,2104,2025-05-22,Shipped,12621.48
2648,1186,2024-04-07,Confirmed,38099.03
2649,1080,2024-12-08,Confirmed,18347.02
2650,3255,2024-05-17,Pending,7631.5
2651,1759,2024-08-15,Cancelled,13858.97
2652,1163,2024-05-06,Pending,29375.38
2653,3655,2024-12-20,Delivered,44223.45
2654,186,2025-03-02,Confirmed,33882.95
2655,2893,2025-04-17,Shipped,5171.48
2656,3853,2024-06-24,Delivered,4405.69
2657,4938,2025-06-02,Shipped,36149.9
2658,1098,2024-03-07,Shipped,47426.92
2659,2942,2026-01-20,Cancelled,27232.47
2660,3132,2024-06-05,Pending,7004.96
2661,4711,2024-05-30,Pending,16323.62
2662,4764,2025-08-14,Pending,8951.11
2663,4428,2025-04-27,Delivered,49671.7
2664,2340,2026-01-31,Cancelled,40215.52
2665,2092,2025-04-10,Delivered,28022.13
2666,3452,2025-07-22,Confirmed,11087.75
2667,482,2025-03-06,Pending,25259.89
2668,2556,2024-11-13,Delivered,13311.49
2669,1891,2025-07-19,Delivered,41132.79
2670,726,2025-09-04,Cancelled,5922.01
2671,4020,2024-03-16,Shipped,31175.71
2672,1071,2025-09-14,Pending,22140.57
2673,413,2024-03-27,Delivered,28778.39
2674,1652,2025-08-06,Delivered,30592.51
2675,1048,2025-11-13,Confirmed,39378.44
2676,2283,2024-10-04,Cancelled,13816.27
2677,2216,2025-05-04,Delivered,47255.17
2678,4131,2024-03-23,Confirmed,6304.78
2679,4324,2025-09-21,Delivered,16268.78
2680,1536,2025-04-29,Confirmed,35863.59
2681,1378,2024-02-21,Pending,49894.62
2682,4028,2024-09-03,Confirmed,43377.89
2683,2694,2025-02-13,Pending,43993.14
2684,17,2024-09-22,Pending,1520.75
2685,4252,2025-08-26,Delivered,12809.01
2686,3304,2024-12-06,Delivered,12344.0
2687,40,2024-06-04,Pending,26049.82
2688,4655,2025-09-19,Pending,6505.25
2689,3328,2024-06-12,Pending,1645.56
2690,3150,2024-05-16,Cancelled,37771.94
2691,1248,2025-11-15,Confirmed,7373.75
2692,1652,2025-07-02,Delivered,37237.15
2693,4358,2025-09-29,Cancelled,36474.41
2694,367,2025-11-05,Delivered,940.87
2695,2460,2025-01-21,Cancelled,49455.1
2696,4487,2024-05-06,Delivered,24261.43
2697,3183,2024-11-02,Confirmed,2511.21
2698,4889,2024-03-06,Cancelled,25994.97
2699,1796,2026-01-12,Confirmed,22010.82
2700,2002,2024-05-21,Delivered,4582.86
2701,4288,2024-05-20,Pending,16257.87
2702,4950,2025-12-21,Cancelled,32465.21
2703,2123,2026-01-22,Shipped,25311.8
2704,2532,2025-09-21,Confirmed,48652.53
2705,2129,2024-08-23,Pending,3886.47
2706,2654,2024-09-07,Confirmed,14247.84
2707,246,2025-04-07,Delivered,16421.76
2708,4975,2025-09-22,Cancelled,12893.95
2709,2240,2025-09-29,Delivered,21881.15
2710,440,2024-07-12,Pending,3398.73
2711,2188,2024-07-02,Pending,40600.61
2712,4417,2026-02-04,Pending,34591.56
2713,1129,2024-07-16,Confirmed,25910.28
2714,2368,2025-10-14,Pending,7889.94
2715,1153,2025-03-18,Pending,26778.48
2716,574,2025-07-08,Delivered,13472.96
2717,1114,2025-01-09,Delivered,11756.38
2718,1579,2025-02-13,Delivered,15922.87
2719,2822,2024-09-26,Delivered,1361.14
2720,715,2024-12-09,Confirmed,31177.87
2721,1143,2025-09-07,Cancelled,35210.37
2722,4498,2024-05-31,Pending,34487.62
2723,1448,2024-04-23,Shipped,17624.6
2724,2350,2024-03-01,Delivered,6163.9
2725,499,2024-03-15,Delivered,30279.94
2726,454,2024-09-23,Shipped,21610.29
2727,441,2024-03-07,Pending,6825.45
2728,4280,2024-10-17,Confirmed,23184.92
2729,736,2024-03-13,Confirmed,10424.94
2730,4652,2024-06-21,Delivered,3897.87
2731,1025,2024-05-13,Pending,32915.77
2732,4362,2024-11-08,Shipped,1070.65
2733,3566,2025-04-26,Shipped,11607.22
2734,2557,2024-11-02,Delivered,36407.6
2735,1456,2024-12-20,Confirmed,48934.24
2736,1793,2025-04-16,Shipped,19449.56
2737,878,2024-03-08,Cancelled,4861.57
2738,57,2024-10-11,Shipped,25211.42
2739,1680,2025-11-13,Shipped,24845.0
2740,2126,2024-07-13,Confirmed,17811.26
2741,681,2025-04-18,Delivered,49959.07
2742,1386,2025-08-12,Confirmed,47039.96
2743,1034,2024-05-25,Delivered,33574.84
2744,3230,2024-08-17,Delivered,49349.85
2745,3212,2025-07-17,Delivered,35327.82
2746,2877,2025-03-14,Delivered,47658.83
2747,2262,2024-06-24,Pending,47841.44
2748,3621,2025-11-09,Delivered,42688.91
2749,4184,2025-05-09,Shipped,39610.29
2750,3878,2024-12-08,Delivered,41578.53
2751,1308,2025-12-21,Cancelled,3474.43
2752,2963,2024-09-11,Pending,2306.72
2753,4181,2024-06-02,Shipped,25279.63
2754,2469,2025-06-20,Confirmed,6714.93
2755,2228,2024-12-28,Confirmed,15726.18
2756,3435,2024-12-22,Delivered,27610.35
2757,1236,2024-06-04,Pending,17145.78
2758,3546,2025-11-25,Shipped,30427.76
2759,1341,2025-02-10,Shipped,13210.51
2760,141,2024-08-06,Delivered,33166.28
2761,2319,2024-11-21,Pending,38437.54
2762,4040,2024-05-25,Confirmed,27561.75
2763,4352,2024-05-04,Confirmed,23448.17
2764,3515,2024-02-14,Confirmed,15682.79
2765,4807,2025-01-22,Shipped,25271.92
2766,1465,2025-07-10,Pending,26647.64
2767,4807,2024-11-21,Delivered,27073.6
2768,3320,2025-04-01,Shipped,43375.48
2769,2846,2024-03-01,Pending,40919.65
2770,1489,2024-03-27,Pending,8469.39
2771,2548,2025-02-25,Confirmed,32997.32
2772,674,2024-11-23,Confirmed,12733.16
2773,971,2024-03-13,Delivered,3022.41
2774,4325,2025-10-29,Delivered,707.47
2775,4069,2024-10-14,Confirmed,5473.77
2776,4139,2025-11-30,Delivered,3117.13
2777,1660,2024-04-11,Confirmed,3592.86
2778,1652,2026-01-27,Pending,29936.39
2779,4852,2025-08-28,Cancelled,30417.35
2780,657,2024-04-02,Pending,40475.59
2781,109,2024-03-16,Confirmed,15241.79
2782,957,2025-06-12,Confirmed,5793.42
2783,4067,2026-01-18,Pending,29689.85
2784,4545,2025-06-03,Delivered,2756.57
2785,3179,2024-05-29,Confirmed,38147.7
2786,418,2025-02-09,Cancelled,13289.34
2787,2334,2025-09-29,Delivered,41163.04
2788,2988,2025-01-13,Pending,31619.97
2789,1688,2024-04-30,Delivered,17365.94
2790,4343,2025-01-22,Confirmed,35455.36
2791,3872,2024-03-06,Confirmed,28126.53
2792,3635,2026-01-04,Cancelled,37361.53
2793,1128,2025-06-08,Delivered,30137.84
2794,1858,2024-04-09,Delivered,6041.58
2795,867,2025-04-12,Delivered,1860.77
2796,4195,2026-01-18,Pending,39070.26
2797,1267,2025-06-07,Confirmed,44740.99
2798,4881,2026-01-05,Cancelled,31870.29
2799,2059,2025-03-11,Delivered,24775.3
2800,4387,2024-06-14,Confirmed,24515.65
2801,331,2024-10-01,Delivered,43976.18
2802,869,2025-09-07,Pending,9512.03
2803,4482,2024-12-01,Pending,33849.95
2804,3002,2025-08-27,Shipped,23543.34
2805,258,2025-07-08,Pending,8900.96
2806,2402,2024-11-01,Confirmed,40020.93
2807,1748,2024-06-29,Delivered,48218.43
2808,996,2024-07-27,Delivered,29461.47
2809,4936,2025-03-11,Delivered,27798.56
2810,2127,2025-05-23,Delivered,33485.9
2811,3187,2024-03-03,Delivered,34270.89
2812,544,2025-02-11,Delivered,31177.32
2813,2015,2024-06-12,Cancelled,42560.37
2814,1164,2025-02-19,Pending,16431.78
2815,3331,2024-06-09,Shipped,41260.85
2816,596,2025-03-15,Pending,24276.96
2817,1783,2024-02-21,Confirmed,18516.94
2818,4282,2025-12-07,Shipped,44693.01
2819,2311,2024-07-21,Confirmed,35289.41
2820,922,2026-01-23,Cancelled,27140.58
2821,4735,2024-09-26,Confirmed,14783.64
2822,4124,2024-12-07,Pending,11409.34
2823,2470,2024-02-22,Pending,37060.22
2824,612,2025-10-19,Pending,16161.44
2825,384,2024-10-03,Confirmed,5496.23
2826,3089,2024-04-24,Delivered,36124.91
2827,3180,2025-08-28,Shipped,20511.85
2828,1894,2024-10-19,Cancelled,43193.84
2829,2539,2024-10-07,Cancelled,4990.4
2830,2670,2024-02-15,Pending,41099.18
2831,4086,2024-11-20,Delivered,13349.05
2832,4019,2024-07-20,Cancelled,41103.01
2833,3478,2025-10-03,Pending,16342.84
2834,4521,2024-10-21,Shipped,16387.11
2835,1121,2024-06-04,Cancelled,38636.21
2836,4037,2025-05-16,Shipped,40455.41
2837,1919,2024-06-28,Cancelled,18919.74
2838,4078,2025-09-10,Cancelled,5373.89
2839,2127,2025-02-16,Confirmed,19130.84
2840,374,2025-11-27,Cancelled,23362.06
2841,3141,2024-10-01,Pending,8098.66
2842,3565,2024-12-07,Shipped,38699.24
2843,3790,2025-04-19,Delivered,7496.65
2844,530,2025-02-12,Delivered,5536.41
2845,1668,2025-05-28,Pending,41432.05
2846,1004,2025-05-31,Shipped,19521.57
2847,3938,2024-11-07,Cancelled,49747.94
2848,3942,2024-10-04,Pending,11217.4
2849,2606,2025-06-24,Shipped,48945.66
2850,131,2025-08-07,Confirmed,44489.03
2851,598,2024-12-11,Shipped,25411.12
2852,3761,2025-01-09,Confirmed,19474.47
2853,4610,2024-07-26,Confirmed,16950.37
2854,4327,2025-03-21,Delivered,49072.63
2855,1524,2025-05-18,Cancelled,26051.62
2856,375,2024-12-15,Delivered,21122.66
2857,1115,2024-10-25,Pending,22543.32
2858,1695,2025-03-04,Confirmed,24172.62
2859,1692,2024-04-21,Shipped,10808.17
2860,3285,2025-08-26,Delivered,21169.66
2861,2934,2024-07-02,Cancelled,6706.33
2862,3533,2025-08-06,Cancelled,41876.83
2863,427,2025-10-25,Delivered,44848.08
2864,248,2026-01-22,Shipped,26092.12
2865,3223,2025-07-31,Cancelled,34131.46
2866,472,2024-08-10,Shipped,39118.52
2867,2128,2024-10-09,Pending,17669.23
2868,4300,2024-03-09,Cancelled,38714.14
2869,1639,2025-06-11,Cancelled,21196.94
2870,2682,2024-05-07,Cancelled,42760.84
2871,2109,2025-04-26,Pending,16056.39
2872,2636,2026-01-10,Delivered,22786.48
2873,4098,2025-06-11,Cancelled,44150.88
2874,2778,2025-07-07,Shipped,13107.21
2875,631,2025-05-03,Cancelled,35370.95
2876,1977,2024-03-11,Cancelled,13353.76
2877,3907,2024-08-15,Confirmed,43085.51
2878,3731,2024-06-24,Confirmed,9422.99
2879,1443,2026-02-04,Confirmed,47212.8
2880,3950,2024-07-11,Pending,5767.63
2881,3808,2024-04-28,Shipped,32736.82
2882,3490,2025-06-27,Cancelled,6474.25
2883,874,2025-06-29,Delivered,8636.89
2884,1292,2024-12-09,Cancelled,44210.52
2885,935,2025-02-26,Shipped,13776.14
