Date,City,Temperature_Min_C,Temperature_Max_C,Humidity_Percent,Rainfall_mm,Wind_Speed_kmh,Weather_Condition
2021-08-15,Darjeeling,12.9,22.6,84.4,61.9,16.1,Heavy Rain
2021-08-15,Delhi,24.1,37.3,79.4,15.3,14.6,Rainy
2021-08-15,Hyderabad,23.1,29.4,67.2,2.8,21.8,Light Rain
2021-08-15,Jaisalmer,25.0,34.6,63.3,0.0,17.1,Hot
2021-08-15,Jodhpur,25.5,38.3,71.9,2.6,20.4,Drizzle
2021-08-15,Kochi,24.5,29.8,81.1,0.0,15.2,Rainy
2021-08-15,Kolkata,24.9,38.1,71.8,0.0,14.2,Humid
2021-08-15,Leh,9.0,23.4,30.6,0.0,14.0,Partly Cloudy
2021-08-15,Mumbai,25.0,30.1,91.5,0.0,23.7,Heavy Rain
2021-08-15,Pune,21.9,28.5,82.9,0.0,15.1,Cloudy
2021-08-15,Shimla,18.3,25.0,66.0,5.0,13.4,Drizzle
2021-08-15,Srinagar,18.4,31.1,62.6,5.2,8.7,Drizzle
2021-08-16,Ahmedabad,27.6,33.6,83.8,16.6,17.3,Rainy
2021-08-16,Bangalore,22.7,24.8,64.6,0.0,15.1,Rainy
2021-08-16,Bikaner,29.3,36.1,66.4,13.2,18.3,Rainy
2021-08-16,Chennai,27.9,35.1,73.4,7.7,23.3,Light Rain
2021-08-16,Darjeeling,14.2,21.7,81.5,0.0,18.0,Rainy
2021-08-16,Delhi,23.2,34.5,93.6,37.4,14.4,Rainy
2021-08-16,Hyderabad,21.1,34.3,76.9,19.3,18.0,Rainy
2021-08-16,Jaisalmer,25.3,38.3,40.7,0.0,23.1,Cloudy
2021-08-16,Jodhpur,28.1,33.4,60.5,6.0,25.4,Drizzle
2021-08-16,Kochi,24.4,26.0,94.1,51.2,22.5,Heavy Rain
2021-08-16,Kolkata,26.2,32.6,85.5,0.0,16.0,Heavy Rain
2021-08-16,Leh,9.6,25.4,47.2,0.0,10.1,Sunny
2021-08-16,Mumbai,25.7,30.3,86.0,30.0,27.0,Rainy
2021-08-16,Pune,16.3,33.8,78.5,0.0,10.9,Pleasant
2021-08-16,Shimla,14.7,25.7,89.5,12.6,14.4,Rainy
2021-08-16,Srinagar,18.8,36.1,67.0,0.0,7.4,Rainy
2021-08-17,Ahmedabad,25.6,28.6,67.3,0.0,24.4,Cloudy
2021-08-17,Bangalore,19.1,27.7,71.4,10.4,16.4,Rainy
2021-08-17,Bikaner,27.6,32.2,62.0,6.0,17.5,Drizzle
2021-08-17,Chennai,27.9,35.2,73.7,10.6,26.1,Rainy
2021-08-17,Darjeeling,14.3,18.5,85.3,0.0,15.5,Cloudy
2021-08-17,Delhi,29.2,32.9,72.3,23.0,13.1,Rainy
2021-08-17,Hyderabad,25.5,30.4,86.0,3.4,17.8,Drizzle
2021-08-17,Jaisalmer,27.4,38.8,66.7,0.0,22.1,Cloudy
2021-08-17,Jodhpur,24.6,34.9,77.7,14.2,19.1,Rainy
2021-08-17,Kochi,26.2,30.5,88.5,44.1,19.9,Rainy
2021-08-17,Kolkata,29.0,32.7,75.3,28.5,17.9,Rainy
2021-08-17,Leh,10.5,26.1,42.0,0.0,10.5,Sunny
2021-08-17,Mumbai,24.8,27.1,81.6,43.1,27.7,Rainy
2021-08-17,Pune,19.3,27.1,81.3,0.0,13.1,Rainy
2021-08-17,Shimla,15.4,23.9,65.4,71.5,10.9,Heavy Rain
2021-08-17,Srinagar,22.2,32.0,57.1,0.0,7.8,Partly Cloudy
2021-08-18,Ahmedabad,25.1,28.1,69.7,0.0,20.3,Heavy Rain
2021-08-18,Bangalore,19.5,26.3,75.3,38.5,18.8,Rainy
2021-08-18,Bikaner,25.8,37.5,44.4,10.2,21.5,Rainy
2021-08-18,Chennai,25.0,36.0,68.4,0.0,26.1,Humid
2021-08-18,Darjeeling,14.3,20.8,85.4,0.0,14.0,Rainy
2021-08-18,Delhi,31.1,34.6,82.9,18.7,12.1,Rainy
2021-08-18,Hyderabad,22.2,31.3,89.2,0.0,12.2,Pleasant
2021-08-18,Jaisalmer,29.6,36.0,51.1,0.0,16.9,Hot
2021-08-18,Jodhpur,23.9,34.7,68.9,12.1,17.9,Rainy
2021-08-18,Kochi,21.8,28.0,71.1,75.0,11.3,Heavy Rain
2021-08-18,Kolkata,27.9,37.1,93.4,0.0,20.7,Rainy
2021-08-18,Leh,12.1,26.6,29.7,0.0,11.4,Drizzle
2021-08-18,Mumbai,25.3,33.6,85.7,180.2,22.6,Heavy Rain
2021-08-18,Pune,19.5,22.5,66.8,0.0,14.9,Pleasant
2021-08-18,Shimla,12.5,27.3,73.1,4.5,16.6,Light Rain
2021-08-18,Srinagar,16.6,33.0,72.4,0.0,8.1,Rainy
2021-08-19,Ahmedabad,26.2,32.5,73.3,0.0,22.0,Cloudy
2021-08-19,Bangalore,15.5,30.2,75.2,49.0,17.1,Rainy
2021-08-19,Bikaner,28.0,39.6,65.8,3.5,20.6,Drizzle
2021-08-19,Chennai,25.1,32.1,79.1,0.0,26.5,Humid
2021-08-19,Darjeeling,13.5,17.8,81.6,0.0,19.5,Heavy Rain
2021-08-19,Delhi,26.9,35.9,84.3,48.9,10.1,Rainy
2021-08-19,Hyderabad,22.8,30.9,67.3,0.0,9.2,Pleasant
2021-08-19,Jaisalmer,27.3,40.6,76.9,8.0,20.7,Drizzle
2021-08-19,Jodhpur,24.3,33.9,75.1,4.8,21.6,Light Rain
2021-08-19,Kochi,25.8,29.8,88.3,0.0,21.0,Cloudy
2021-08-19,Kolkata,28.3,33.3,86.7,45.6,13.9,Rainy
2021-08-19,Leh,8.6,25.8,30.3,1.6,16.7,Light Rain
2021-08-19,Mumbai,23.5,30.6,71.2,71.0,27.1,Heavy Rain
2021-08-19,Pune,24.9,24.9,77.8,0.0,12.4,Pleasant
2021-08-19,Shimla,11.0,20.7,83.4,0.0,10.6,Rainy
2021-08-19,Srinagar,15.9,33.1,42.4,0.0,2.5,Partly Cloudy
2021-08-20,Ahmedabad,23.8,30.1,83.7,0.0,20.1,Cloudy
2021-08-20,Bangalore,20.4,28.1,81.3,12.1,17.1,Rainy
2021-08-20,Bikaner,25.9,38.7,82.4,0.0,21.4,Hot
2021-08-20,Chennai,22.3,35.0,62.5,0.0,28.4,Cloudy
2021-08-20,Darjeeling,15.6,19.0,87.2,0.0,14.8,Heavy Rain
2021-08-20,Delhi,27.9,35.0,62.5,63.4,16.2,Heavy Rain
2021-08-20,Hyderabad,22.7,33.9,67.3,4.2,10.8,Light Rain
2021-08-20,Jaisalmer,24.6,33.9,55.1,1.4,18.8,Light Rain
2021-08-20,Jodhpur,23.6,31.8,68.2,0.0,21.9,Hot
2021-08-20,Kochi,25.3,30.0,76.6,0.0,21.0,Heavy Rain
2021-08-20,Kolkata,27.5,30.6,87.1,74.4,12.9,Heavy Rain
2021-08-20,Leh,9.9,24.8,30.1,0.0,12.5,Partly Cloudy
2021-08-20,Mumbai,25.9,33.3,93.0,83.1,26.1,Heavy Rain
2021-08-20,Pune,24.5,29.9,79.6,0.0,13.0,Rainy
2021-08-20,Shimla,12.4,25.0,73.0,0.0,15.8,Cloudy
2021-08-20,Srinagar,13.8,34.7,79.9,9.1,8.7,Light Rain
2021-08-21,Ahmedabad,27.1,36.7,86.5,20.6,18.5,Rainy
2021-08-21,Bangalore,19.8,31.8,51.0,0.0,14.4,Cloudy
2021-08-21,Bikaner,23.2,37.6,71.9,0.0,22.4,Rainy
2021-08-21,Chennai,27.1,35.2,61.7,12.9,24.4,Rainy
2021-08-21,Darjeeling,17.7,23.6,83.9,107.8,18.0,Heavy Rain
2021-08-21,Delhi,22.4,35.5,79.9,36.0,16.4,Rainy
2021-08-21,Hyderabad,22.4,30.4,64.8,15.8,16.7,Rainy
2021-08-21,Jaisalmer,25.8,35.9,71.4,0.0,17.0,Cloudy
2021-08-21,Jodhpur,25.8,32.3,70.0,0.0,19.4,Cloudy
2021-08-21,Kochi,25.2,28.6,84.0,94.1,18.8,Heavy Rain
2021-08-21,Kolkata,22.9,33.5,71.4,43.3,20.3,Rainy
2021-08-21,Leh,9.4,25.6,45.6,0.0,12.6,Partly Cloudy
2021-08-21,Mumbai,25.9,35.3,88.5,218.5,27.0,Heavy Rain
2021-08-21,Pune,23.8,27.3,64.1,17.7,11.9,Rainy
2021-08-21,Shimla,13.7,24.4,71.6,84.8,11.5,Heavy Rain
2021-08-21,Srinagar,15.5,27.4,47.1,1.5,10.9,Light Rain
2021-08-22,Ahmedabad,26.5,32.8,72.2,0.0,20.9,Heavy Rain
2021-08-22,Bangalore,17.3,30.1,64.7,0.0,13.1,Cloudy
2021-08-22,Bikaner,23.5,35.9,70.6,0.0,17.9,Cloudy
2021-08-22,Chennai,28.1,37.7,70.2,6.2,23.8,Drizzle
2021-08-22,Darjeeling,12.4,17.2,95.4,23.2,17.2,Rainy
2021-08-22,Delhi,25.5,34.0,80.4,19.7,15.2,Rainy
2021-08-22,Hyderabad,22.1,35.7,73.7,26.0,13.4,Rainy
2021-08-22,Jaisalmer,27.4,33.6,56.7,0.0,19.5,Cloudy
2021-08-22,Jodhpur,22.2,36.9,76.7,20.5,22.7,Rainy
2021-08-22,Kochi,25.0,25.4,83.6,0.0,16.5,Rainy
2021-08-22,Kolkata,28.0,36.6,91.8,0.0,15.6,Rainy
2021-08-22,Leh,10.7,19.5,36.6,0.4,13.4,Light Rain
2021-08-22,Mumbai,24.3,27.2,89.7,76.1,23.3,Heavy Rain
2021-08-22,Pune,23.0,29.0,69.4,11.2,15.0,Rainy
2021-08-22,Shimla,17.1,22.8,74.1,0.0,12.3,Cloudy
2021-08-22,Srinagar,20.6,33.8,68.3,5.7,4.5,Light Rain
2021-08-23,Ahmedabad,27.4,32.9,82.5,42.1,18.9,Rainy
2021-08-23,Bangalore,20.2,27.3,66.3,6.6,13.6,Drizzle
2021-08-23,Bikaner,25.9,36.9,65.0,10.9,22.7,Rainy
2021-08-23,Chennai,28.0,31.7,74.1,0.0,28.3,Humid
2021-08-23,Darjeeling,16.2,22.5,96.9,0.0,13.3,Cloudy
2021-08-23,Delhi,26.2,36.1,65.0,15.7,12.8,Rainy
2021-08-23,Hyderabad,18.0,31.5,80.7,20.5,16.3,Rainy
2021-08-23,Jaisalmer,29.3,41.3,62.2,0.0,18.4,Hot
2021-08-23,Jodhpur,30.1,30.5,64.9,0.0,21.9,Rainy
2021-08-23,Kochi,24.4,25.0,86.3,44.1,19.3,Rainy
2021-08-23,Kolkata,25.2,33.7,79.2,0.0,14.6,Heavy Rain
2021-08-23,Leh,9.0,25.0,37.6,0.0,6.7,Partly Cloudy
2021-08-23,Mumbai,24.8,30.2,88.7,90.5,24.9,Heavy Rain
2021-08-23,Pune,19.1,26.9,79.0,21.4,6.0,Rainy
2021-08-23,Shimla,12.5,22.7,63.3,16.8,9.1,Rainy
2021-08-23,Srinagar,23.0,30.0,51.8,0.0,7.9,Partly Cloudy
2021-08-24,Ahmedabad,30.1,34.4,71.8,34.5,19.4,Rainy
2021-08-24,Bangalore,21.3,29.1,63.2,27.3,12.7,Rainy
2021-08-24,Bikaner,28.1,38.5,73.8,15.6,17.1,Rainy
2021-08-24,Chennai,26.6,36.6,58.8,21.7,27.9,Rainy
2021-08-24,Darjeeling,15.6,18.6,89.6,124.2,16.1,Heavy Rain
2021-08-24,Delhi,27.0,31.7,75.2,0.0,16.6,Rainy
2021-08-24,Hyderabad,22.7,33.7,69.2,0.0,17.3,Pleasant
2021-08-24,Jaisalmer,29.1,35.7,65.8,0.0,16.5,Rainy
2021-08-24,Jodhpur,24.9,32.7,74.9,0.0,19.5,Hot
2021-08-24,Kochi,23.9,28.1,83.2,182.4,22.3,Heavy Rain
2021-08-24,Kolkata,28.7,31.5,80.4,15.2,16.2,Rainy
2021-08-24,Leh,10.8,22.2,48.2,0.0,8.1,Partly Cloudy
2021-08-24,Mumbai,25.2,26.0,75.0,0.0,23.0,Cloudy
2021-08-24,Pune,20.4,29.9,83.5,0.0,14.9,Pleasant
2021-08-24,Shimla,16.1,24.8,81.8,28.5,11.6,Rainy
2021-08-24,Srinagar,20.2,30.5,63.9,0.0,7.8,Partly Cloudy
2021-08-25,Ahmedabad,27.7,30.3,75.8,0.0,19.9,Rainy
2021-08-25,Bangalore,17.6,24.8,69.6,14.1,15.1,Rainy
2021-08-25,Bikaner,24.0,30.2,63.2,0.0,22.5,Cloudy
2021-08-25,Chennai,27.4,30.7,73.1,0.0,18.9,Cloudy
2021-08-25,Darjeeling,15.9,16.3,81.0,104.4,17.3,Heavy Rain
2021-08-25,Delhi,24.3,30.5,81.4,29.4,15.4,Rainy
2021-08-25,Hyderabad,22.5,33.8,51.1,13.1,14.5,Rainy
2021-08-25,Jaisalmer,29.9,36.2,41.0,0.0,17.7,Cloudy
2021-08-25,Jodhpur,23.9,32.1,74.0,9.2,19.9,Light Rain
2021-08-25,Kochi,24.6,26.6,99.7,30.4,23.4,Rainy
2021-08-25,Kolkata,26.4,33.9,81.7,61.8,19.4,Heavy Rain
2021-08-25,Leh,9.0,28.1,35.8,0.0,8.4,Clear
2021-08-25,Mumbai,26.1,31.0,89.4,0.0,22.6,Rainy
2021-08-25,Pune,18.9,30.7,67.3,6.1,16.7,Light Rain
2021-08-25,Shimla,18.8,20.1,84.1,0.0,12.0,Cloudy
2021-08-25,Srinagar,18.9,34.4,67.0,4.4,10.0,Light Rain
2021-08-26,Ahmedabad,24.8,32.7,89.3,0.0,19.9,Heavy Rain
2021-08-26,Bangalore,17.7,28.9,63.0,16.5,13.1,Rainy
2021-08-26,Bikaner,29.5,36.6,65.5,35.0,16.0,Rainy
2021-08-26,Chennai,24.7,38.2,78.9,23.9,27.0,Rainy
2021-08-26,Darjeeling,11.8,14.8,76.4,0.0,10.1,Cloudy
2021-08-26,Delhi,24.6,35.9,76.7,13.3,16.1,Rainy
2021-08-26,Hyderabad,22.1,30.7,65.0,0.0,12.7,Rainy
2021-08-26,Jaisalmer,24.8,33.4,67.0,0.6,21.4,Light Rain
2021-08-26,Jodhpur,27.3,32.8,56.0,0.0,23.1,Rainy
2021-08-26,Kochi,26.3,27.3,77.5,73.7,8.4,Heavy Rain
2021-08-26,Kolkata,26.3,35.6,84.0,61.9,18.7,Heavy Rain
2021-08-26,Leh,9.2,23.6,38.8,0.0,15.2,Partly Cloudy
2021-08-26,Mumbai,27.2,29.2,92.6,114.6,25.3,Heavy Rain
2021-08-26,Pune,18.6,28.9,82.4,0.0,14.4,Rainy
2021-08-26,Shimla,13.5,20.7,81.6,41.7,9.5,Rainy
2021-08-26,Srinagar,15.3,32.8,60.9,0.0,10.8,Partly Cloudy
2021-08-27,Ahmedabad,28.5,32.0,61.7,16.2,13.6,Rainy
2021-08-27,Bangalore,19.1,24.8,60.0,3.1,11.9,Drizzle
2021-08-27,Bikaner,23.5,41.6,70.4,0.6,23.7,Drizzle
2021-08-27,Chennai,30.1,35.7,64.5,0.0,22.4,Cloudy
2021-08-27,Darjeeling,8.8,19.6,90.0,89.6,18.1,Heavy Rain
2021-08-27,Delhi,25.8,34.5,85.1,10.1,14.4,Rainy
2021-08-27,Hyderabad,19.5,31.0,86.1,26.4,12.7,Rainy
2021-08-27,Jaisalmer,28.5,35.1,40.8,0.0,22.8,Rainy
2021-08-27,Jodhpur,25.4,33.1,90.3,2.7,22.0,Drizzle
2021-08-27,Kochi,25.5,30.4,84.8,7.6,16.9,Light Rain
2021-08-27,Kolkata,29.1,31.4,80.2,18.6,14.3,Rainy
2021-08-27,Leh,11.6,28.5,37.0,1.0,11.9,Drizzle
2021-08-27,Mumbai,22.6,25.2,73.0,0.0,24.5,Cloudy
2021-08-27,Pune,20.8,28.7,76.2,0.0,15.3,Pleasant
2021-08-27,Shimla,11.9,18.8,54.3,55.6,6.6,Heavy Rain
2021-08-27,Srinagar,21.2,30.0,57.6,1.3,9.5,Drizzle
2021-08-28,Ahmedabad,26.1,29.6,72.7,33.8,15.9,Rainy
2021-08-28,Bangalore,17.9,31.0,78.5,0.0,16.7,Pleasant
2021-08-28,Bikaner,22.1,39.2,76.5,0.0,22.3,Cloudy
2021-08-28,Chennai,25.8,35.0,81.8,18.4,25.4,Rainy
2021-08-28,Darjeeling,11.2,19.7,82.1,168.3,12.7,Heavy Rain
2021-08-28,Delhi,27.9,37.4,60.1,0.0,16.5,Humid
2021-08-28,Hyderabad,22.5,32.9,71.8,4.4,16.2,Drizzle
2021-08-28,Jaisalmer,24.6,34.2,54.8,8.8,16.5,Light Rain
2021-08-28,Jodhpur,25.7,35.5,81.8,0.0,20.6,Hot
2021-08-28,Kochi,22.6,30.1,87.4,15.2,19.1,Rainy
2021-08-28,Kolkata,29.2,31.4,62.7,21.4,14.7,Rainy
2021-08-28,Leh,12.1,24.4,35.3,0.0,9.3,Partly Cloudy
2021-08-28,Mumbai,23.6,25.8,84.9,191.6,26.3,Heavy Rain
2021-08-28,Pune,21.2,28.9,73.4,0.0,11.9,Cloudy
2021-08-28,Shimla,14.3,24.1,71.7,21.6,12.3,Rainy
2021-08-28,Srinagar,17.7,31.3,65.6,3.2,11.8,Drizzle
2021-08-29,Ahmedabad,22.4,33.0,73.1,42.1,20.2,Rainy
2021-08-29,Bangalore,14.5,27.5,64.5,0.0,15.5,Pleasant
2021-08-29,Bikaner,28.2,32.0,70.2,15.7,25.5,Rainy
2021-08-29,Chennai,26.7,38.9,56.6,13.9,24.7,Rainy
2021-08-29,Darjeeling,8.9,11.9,94.7,69.3,15.9,Heavy Rain
2021-08-29,Delhi,24.0,35.2,87.8,43.1,12.3,Rainy
2021-08-29,Hyderabad,24.9,30.3,50.5,0.0,23.3,Cloudy
2021-08-29,Jaisalmer,24.8,38.1,54.2,18.9,18.6,Rainy
2021-08-29,Jodhpur,22.1,37.9,82.8,0.0,22.0,Hot
2021-08-29,Kochi,24.6,25.3,79.3,138.9,20.9,Heavy Rain
2021-08-29,Kolkata,25.2,31.8,73.5,28.7,20.7,Rainy
2021-08-29,Leh,9.5,25.5,29.2,0.0,14.5,Clear
2021-08-29,Mumbai,25.2,31.4,86.4,88.6,24.9,Heavy Rain
2021-08-29,Pune,20.3,28.3,74.7,0.0,15.4,Pleasant
2021-08-29,Shimla,16.3,24.6,82.2,0.0,16.3,Rainy
2021-08-29,Srinagar,17.2,31.9,66.3,8.7,0.0,Drizzle
2021-08-30,Ahmedabad,28.1,32.0,79.5,43.2,23.5,Rainy
2021-08-30,Bangalore,23.2,31.0,53.5,16.2,10.4,Rainy
2021-08-30,Bikaner,25.3,37.0,74.2,0.0,26.7,Cloudy
2021-08-30,Chennai,26.4,33.3,71.3,6.6,28.0,Drizzle
2021-08-30,Darjeeling,14.0,19.4,81.4,43.0,13.3,Rainy
2021-08-30,Delhi,25.8,36.8,79.6,13.6,19.3,Rainy
2021-08-30,Hyderabad,24.7,33.9,65.1,0.0,11.2,Cloudy
2021-08-30,Jaisalmer,27.3,36.6,65.5,0.0,25.8,Hot
2021-08-30,Jodhpur,23.5,32.4,80.0,15.5,19.4,Rainy
2021-08-30,Kochi,22.7,31.2,75.2,28.3,17.8,Rainy
2021-08-30,Kolkata,23.4,35.5,85.6,23.5,17.8,Rainy
2021-08-30,Leh,5.7,29.2,52.3,3.9,14.1,Drizzle
2021-08-30,Mumbai,25.1,27.8,76.4,0.0,26.4,Rainy
2021-08-30,Pune,23.9,29.3,81.1,0.0,15.4,Pleasant
2021-08-30,Shimla,12.3,22.4,83.4,32.4,11.7,Rainy
2021-08-30,Srinagar,20.1,36.0,55.9,0.0,7.2,Rainy
2021-08-31,Ahmedabad,26.5,32.4,80.1,74.5,17.7,Heavy Rain
2021-08-31,Bangalore,19.8,28.4,76.0,18.1,15.6,Rainy
2021-08-31,Bikaner,26.4,33.9,75.3,0.0,15.4,Rainy
2021-08-31,Chennai,31.1,32.0,77.4,15.1,22.8,Rainy
2021-08-31,Darjeeling,16.1,22.0,84.8,127.9,17.8,Heavy Rain
2021-08-31,Delhi,27.1,35.3,86.9,0.0,14.0,Cloudy
2021-08-31,Hyderabad,20.3,29.5,64.4,0.0,22.8,Pleasant
2021-08-31,Jaisalmer,26.9,36.6,67.2,14.2,21.0,Rainy
2021-08-31,Jodhpur,25.8,39.0,77.2,19.6,22.8,Rainy
2021-08-31,Kochi,25.2,29.3,84.7,77.8,15.8,Heavy Rain
2021-08-31,Kolkata,22.9,32.3,81.1,0.0,17.6,Heavy Rain
2021-08-31,Leh,12.1,21.8,41.8,0.0,10.2,Sunny
2021-08-31,Mumbai,23.6,27.6,66.2,71.4,23.0,Heavy Rain
2021-08-31,Pune,20.9,31.0,71.8,0.0,14.4,Rainy
2021-08-31,Shimla,15.8,23.1,78.2,13.3,10.4,Rainy
2021-08-31,Srinagar,20.4,30.6,48.1,0.0,11.7,Cloudy
2021-09-01,Ahmedabad,23.8,35.4,64.4,0.0,16.3,Rainy
2021-09-01,Bangalore,18.2,29.6,67.4,27.9,13.2,Rainy
2021-09-01,Bikaner,23.5,38.5,53.8,0.3,14.8,Light Rain
2021-09-01,Chennai,26.7,36.2,72.6,0.0,27.4,Rainy
2021-09-01,Darjeeling,13.8,19.2,73.6,0.0,6.8,Heavy Rain
2021-09-01,Delhi,25.9,34.2,66.9,3.8,14.3,Light Rain
2021-09-01,Hyderabad,23.2,36.3,55.4,7.9,15.2,Light Rain
2021-09-01,Jaisalmer,24.4,40.0,64.2,0.0,18.9,Sunny
2021-09-01,Jodhpur,21.8,35.7,64.2,3.5,15.0,Light Rain
2021-09-01,Kochi,21.2,28.6,72.9,0.0,14.9,Humid
2021-09-01,Kolkata,26.8,37.1,87.4,12.4,7.5,Rainy
2021-09-01,Leh,5.6,24.9,48.2,0.0,10.5,Sunny
2021-09-01,Mumbai,23.2,33.5,71.5,22.6,17.0,Rainy
2021-09-01,Pune,20.8,30.1,67.5,0.0,13.0,Cloudy
2021-09-01,Shimla,13.0,19.2,78.6,18.3,1.1,Rainy
2021-09-01,Srinagar,11.3,26.7,66.9,0.0,12.9,Partly Cloudy
2021-09-02,Ahmedabad,25.2,33.7,62.0,0.9,14.6,Drizzle
2021-09-02,Bangalore,17.0,28.2,71.7,35.7,8.7,Rainy
2021-09-02,Bikaner,22.7,37.9,50.9,0.0,15.1,Hot
2021-09-02,Chennai,23.8,36.5,63.6,0.0,17.9,Cloudy
2021-09-02,Darjeeling,10.5,15.4,88.2,0.0,11.8,Cloudy
2021-09-02,Delhi,24.9,33.0,62.4,23.9,12.8,Rainy
2021-09-02,Hyderabad,22.8,32.1,67.6,0.0,14.2,Pleasant
2021-09-02,Jaisalmer,25.0,40.5,38.2,0.0,11.3,Sunny
2021-09-02,Jodhpur,26.0,34.1,64.5,0.0,13.3,Partly Cloudy
2021-09-02,Kochi,22.9,29.0,82.4,13.8,15.6,Rainy
2021-09-02,Kolkata,25.6,38.1,77.1,0.0,12.3,Cloudy
2021-09-02,Leh,5.8,22.7,30.7,0.0,10.7,Partly Cloudy
2021-09-02,Mumbai,22.2,33.5,79.3,0.0,18.1,Rainy
2021-09-02,Pune,21.2,29.1,65.8,25.0,16.9,Rainy
2021-09-02,Shimla,14.3,17.9,62.5,0.0,5.7,Partly Cloudy
2021-09-02,Srinagar,15.6,31.4,60.7,0.8,11.0,Drizzle
2021-09-03,Ahmedabad,23.8,34.5,74.0,17.3,14.9,Rainy
2021-09-03,Bangalore,16.3,25.6,66.6,0.0,17.2,Cloudy
2021-09-03,Bikaner,22.6,31.6,59.5,1.8,18.3,Drizzle
2021-09-03,Chennai,20.6,35.4,80.4,10.5,18.8,Rainy
2021-09-03,Darjeeling,12.7,16.0,80.9,98.6,12.2,Heavy Rain
2021-09-03,Delhi,22.6,34.6,82.7,0.0,18.6,Humid
2021-09-03,Hyderabad,20.4,27.4,80.1,10.8,11.7,Rainy
2021-09-03,Jaisalmer,24.6,39.8,65.9,0.0,16.9,Hot
2021-09-03,Jodhpur,26.4,37.6,42.2,0.0,17.8,Hot
2021-09-03,Kochi,25.7,30.1,66.2,0.0,14.0,Humid
2021-09-03,Kolkata,27.5,31.2,89.1,0.0,16.3,Cloudy
2021-09-03,Leh,8.8,22.3,52.3,0.0,14.2,Sunny
2021-09-03,Mumbai,26.5,30.4,87.5,4.9,17.0,Drizzle
2021-09-03,Pune,23.8,30.6,74.5,4.6,15.2,Drizzle
2021-09-03,Shimla,12.1,23.4,70.9,17.3,8.2,Rainy
2021-09-03,Srinagar,14.3,29.8,51.0,0.0,3.3,Partly Cloudy
2021-09-04,Ahmedabad,23.9,31.9,69.0,7.9,14.8,Drizzle
2021-09-04,Bangalore,16.5,30.0,58.9,0.0,14.0,Pleasant
2021-09-04,Bikaner,24.9,39.2,55.2,0.0,16.7,Hot
2021-09-04,Chennai,27.5,34.0,69.5,0.0,20.6,Cloudy
2021-09-04,Darjeeling,14.5,17.1,77.5,199.9,16.5,Heavy Rain
2021-09-04,Delhi,24.2,30.3,67.5,14.8,11.3,Rainy
2021-09-04,Hyderabad,20.3,28.0,71.0,14.8,11.2,Rainy
2021-09-04,Jaisalmer,27.1,41.5,48.1,0.0,13.4,Sunny
2021-09-04,Jodhpur,26.2,34.5,64.8,4.8,16.3,Drizzle
2021-09-04,Kochi,24.8,31.0,59.4,53.3,17.3,Heavy Rain
2021-09-04,Kolkata,29.2,31.3,72.7,32.7,17.3,Rainy
2021-09-04,Leh,2.3,17.5,34.6,0.0,5.2,Clear
2021-09-04,Mumbai,21.3,28.4,89.4,133.5,23.2,Heavy Rain
2021-09-04,Pune,23.4,26.5,66.2,22.1,12.6,Rainy
2021-09-04,Shimla,12.3,19.1,68.7,0.0,12.9,Rainy
2021-09-04,Srinagar,14.0,29.5,56.0,0.2,4.0,Drizzle
2021-09-05,Ahmedabad,27.0,34.2,79.6,17.4,12.1,Rainy
2021-09-05,Bangalore,19.9,32.3,56.2,13.5,18.4,Rainy
2021-09-05,Bikaner,24.2,36.6,43.9,0.0,15.3,Rainy
2021-09-05,Chennai,25.3,35.8,75.6,16.9,25.3,Rainy
2021-09-05,Darjeeling,10.1,24.8,68.6,41.8,9.1,Rainy
2021-09-05,Delhi,20.6,33.4,78.4,6.0,5.4,Drizzle
2021-09-05,Hyderabad,20.6,28.3,67.2,0.0,13.7,Cloudy
2021-09-05,Jaisalmer,24.3,37.3,42.2,0.0,15.8,Sunny
2021-09-05,Jodhpur,22.9,34.3,74.0,0.0,15.5,Rainy
2021-09-05,Kochi,19.5,31.8,81.0,0.0,17.0,Humid
2021-09-05,Kolkata,27.4,29.9,84.2,0.0,19.2,Cloudy
2021-09-05,Leh,4.9,18.8,32.1,0.0,5.9,Clear
2021-09-05,Mumbai,24.4,26.8,63.8,0.0,17.3,Rainy
2021-09-05,Pune,20.5,28.4,72.7,0.0,12.7,Rainy
2021-09-05,Shimla,14.9,21.1,56.0,0.0,10.2,Rainy
2021-09-05,Srinagar,13.1,28.4,67.5,0.0,6.6,Cloudy
2021-09-06,Ahmedabad,25.6,33.5,59.3,0.0,17.8,Humid
2021-09-06,Bangalore,20.8,29.7,62.2,0.0,11.8,Cloudy
2021-09-06,Bikaner,25.6,36.6,46.1,0.0,15.2,Partly Cloudy
2021-09-06,Chennai,23.4,35.9,64.7,0.0,18.7,Rainy
2021-09-06,Darjeeling,15.4,18.0,78.7,6.8,12.7,Light Rain
2021-09-06,Delhi,27.0,31.5,85.7,21.0,11.5,Rainy
2021-09-06,Hyderabad,19.6,31.3,57.6,0.0,6.8,Cloudy
2021-09-06,Jaisalmer,22.9,40.6,66.4,0.0,15.6,Hot
2021-09-06,Jodhpur,23.8,35.0,52.3,0.0,13.2,Rainy
2021-09-06,Kochi,23.0,36.9,92.2,0.0,19.2,Rainy
2021-09-06,Kolkata,24.1,32.7,86.2,0.0,12.1,Rainy
