product_id,product_name,category,price,stock_quantity
1083,Jeans necessitatibus,Clothing,308.63,811
1084,Jeans est,Clothing,11268.09,52
1085,Jeans necessitatibus,Clothing,886.7,365
1086,Jeans vero,Clothing,953.05,555
1087,Jeans veritatis,Clothing,2344.98,448
1088,Jeans laborum,Clothing,715.36,687
1089,Jeans hic,Clothing,339.02,389
1090,Jeans dicta,Clothing,372.44,80
1091,Jeans magni,Clothing,449.08,528
1092,Jeans ducimus,Clothing,472.85,673
1093,Jeans rerum,Clothing,1489.29,359
1094,Jeans facere,Clothing,540.52,22
1095,Jeans fuga,Clothing,1500.52,879
1096,Jeans ipsa,Clothing,442.98,440
1097,Jeans eius,Clothing,562.6,852
1098,Jeans laborum,Clothing,24.96,511
1099,Jeans cumque,Clothing,1976.53,118
1100,Jeans ad,Clothing,840.79,453
1101,Jeans ratione,Clothing,2234.17,993
1102,Jeans ut,Clothing,6.49,380
1103,Jeans nam,Clothing,11466.33,660
1104,Jeans cupiditate,Clothing,405.54,922
1105,Jeans iusto,Clothing,2635.64,858
1106,Jeans alias,Clothing,105.08,480
1107,Jeans doloribus,Clothing,1253.59,734
1108,Jeans voluptate,Clothing,102.97,166
1109,Jeans aliquam,Clothing,196.16,455
1110,Jeans harum,Clothing,8827.75,190
1111,Jeans fugit,Clothing,375.62,761
1112,Jeans pariatur,Clothing,692.81,544
1113,Jeans necessitatibus,Clothing,1844.03,998
1114,Jeans eveniet,Clothing,1051.67,676
1115,Jeans repellat,Clothing,626.55,286
1116,Jeans eius,Clothing,864.41,640
1117,Jeans odio,Clothing,18393.11,837
1118,Jeans soluta,Clothing,458.6,951
1119,Jeans ex,Clothing,676.04,561
1120,Jeans debitis,Clothing,2417.74,803
1121,Jeans nihil,Clothing,2625.16,505
1122,Jeans delectus,Clothing,2966.55,486
1123,Jeans cumque,Clothing,1303.36,456
1124,Jeans natus,Clothing,90.03,855
1125,Jeans optio,Clothing,5795.03,758
1126,Jeans illo,Clothing,89.58,616
1127,Jeans porro,Clothing,787.26,284
1128,Jeans praesentium,Clothing,161.29,340
1129,Jeans eveniet,Clothing,454.14,882
1130,Jeans eius,Clothing,818.73,261
1131,Jeans neque,Clothing,809.68,860
1132,Jeans cum,Clothing,941.51,967
1133,Jeans tenetur,Clothing,5626.12,98
1134,Jeans repellat,Clothing,987.24,295
1135,Jeans quod,Clothing,346.67,912
1136,Jeans quidem,Clothing,2123.33,471
1137,Jeans fuga,Clothing,2977.42,259
1138,Jeans perferendis,Clothing,79.3,778
1139,Jeans nam,Clothing,1225.01,485
1140,Jeans aspernatur,Clothing,1431.34,593
1141,Jeans necessitatibus,Clothing,319.98,634
1142,Jeans soluta,Clothing,3936.98,694
1143,Jeans fugiat,Clothing,399.22,398
1144,Jeans ab,Clothing,603.64,354
1145,Jeans aliquam,Clothing,385.68,39
1146,Jeans nam,Clothing,511.82,516
1147,Jeans hic,Clothing,96.56,881
1148,Jeans rerum,Clothing,57.66,342
1149,Jeans est,Clothing,5466.35,196
1150,Jeans velit,Clothing,140.35,509
1151,Jeans suscipit,Clothing,113.01,227
1152,Jeans iure,Clothing,19.78,373
1153,Jeans dicta,Clothing,191.74,826
1154,Jeans cumque,Clothing,68.72,274
1155,Jeans explicabo,Clothing,5870.12,358
1156,Jeans assumenda,Clothing,2274.09,296
1157,Jeans natus,Clothing,178.11,911
1158,Jeans impedit,Clothing,14665.63,620
1159,Jeans repellat,Clothing,2180.38,728
1160,Jeans culpa,Clothing,307.16,911
1161,Jeans eius,Clothing,11.77,292
1162,Jeans tempore,Clothing,15537.66,579
1163,Jeans porro,Clothing,62.19,20
1164,Jeans voluptatibus,Clothing,42.37,539
1165,Jeans perferendis,Clothing,2318.01,980
1166,Jeans animi,Clothing,19423.46,205
1167,Jeans veniam,Clothing,3987.89,97
1168,Jeans natus,Clothing,1164.99,257
1169,Jeans laborum,Clothing,1220.16,747
1170,Jeans eaque,Clothing,1798.54,426
1171,Jeans dolores,Clothing,1560.87,510
1172,Jeans occaecati,Clothing,762.34,578
1173,Jeans itaque,Clothing,584.59,786
1174,Jeans quia,Clothing,455.19,256
1175,Jeans odit,Clothing,161.36,717
1176,Jeans iusto,Clothing,328.19,497
1177,Jeans nihil,Clothing,39.46,671
1178,Jeans qui,Clothing,431.43,738
1179,Jeans sequi,Clothing,113.49,512
1180,Jeans explicabo,Clothing,95.51,468
1181,Jeans alias,Clothing,654.88,821
1182,Jeans possimus,Clothing,4034.39,27
1183,Jeans qui,Clothing,1982.44,105
1184,Jeans reiciendis,Clothing,47.41,311
1185,Jeans quo,Clothing,113.31,236
1186,Jeans ab,Clothing,2050.35,424
1187,Jeans pariatur,Clothing,114.53,718
1188,Jeans consequuntur,Clothing,356.97,259
1189,Jeans omnis,Clothing,1141.03,323
1190,Jeans cupiditate,Clothing,116.99,689
1191,Jeans vitae,Clothing,585.62,605
1192,Jeans minima,Clothing,67.6,387
1193,Jeans ipsa,Clothing,202.87,494
1194,Jeans deleniti,Clothing,807.77,576
1195,Jeans nulla,Clothing,45.84,553
1196,Jeans itaque,Clothing,968.09,362
1197,Jeans magnam,Clothing,485.49,445
1198,Jeans possimus,Clothing,1145.21,773
1199,Jeans ab,Clothing,699.58,573
1200,Jeans laudantium,Clothing,3869.26,348
1201,Saree quidem,Clothing,603.32,370
1202,Saree quaerat,Clothing,262.57,729
1203,Saree nihil,Clothing,600.68,474
1204,Saree nobis,Clothing,1129.53,287
1205,Saree suscipit,Clothing,538.02,323
1206,Saree at,Clothing,531.39,267
1207,Saree voluptas,Clothing,174.45,246
1208,Saree nisi,Clothing,184.98,133
1209,Saree omnis,Clothing,60.99,748
1210,Saree fuga,Clothing,6897.91,207
1211,Saree nisi,Clothing,77.39,333
1212,Saree debitis,Clothing,176.84,132
1213,Saree eum,Clothing,170.2,770
1214,Saree perferendis,Clothing,1914.08,558
1215,Saree et,Clothing,321.24,983
1216,Saree aliquam,Clothing,3249.39,790
1217,Saree harum,Clothing,182.07,716
1218,Saree iure,Clothing,759.83,199
1219,Saree similique,Clothing,142.82,206
1220,Saree magnam,Clothing,12485.61,231
1221,Saree doloremque,Clothing,84.2,766
1222,Saree eum,Clothing,795.79,505
1223,Saree repellendus,Clothing,1293.72,293
1224,Saree debitis,Clothing,930.11,751
1225,Saree pariatur,Clothing,378.67,613
1226,Saree nostrum,Clothing,411.53,788
1227,Saree maxime,Clothing,533.96,547
1228,Saree officiis,Clothing,401.06,621
1229,Saree velit,Clothing,2122.66,299
1230,Saree vitae,Clothing,13772.0,112
1231,Saree eveniet,Clothing,216.67,862
1232,Saree corrupti,Clothing,64.07,208
1233,Saree modi,Clothing,437.99,313
1234,Saree aliquam,Clothing,23960.74,242
1235,Saree assumenda,Clothing,149.77,379
1236,Saree distinctio,Clothing,5844.66,193
1237,Saree dolor,Clothing,6192.9,319
1238,Saree commodi,Clothing,217.94,24
1239,Saree cupiditate,Clothing,1173.9,735
1240,Saree a,Clothing,5751.43,556
1241,Saree autem,Clothing,283.13,139
1242,Saree et,Clothing,368.43,290
1243,Saree cupiditate,Clothing,208.95,56
1244,Saree pariatur,Clothing,109.12,65
1245,Saree dicta,Clothing,188.8,576
1246,Saree eius,Clothing,79.73,309
1247,Saree harum,Clothing,526.23,724
1248,Saree asperiores,Clothing,157.54,976
1249,Saree modi,Clothing,710.02,139
1250,Saree occaecati,Clothing,48.46,663
1251,Saree aliquid,Clothing,821.33,899
1252,Saree modi,Clothing,1745.68,780
1253,Saree numquam,Clothing,25.13,512
1254,Saree harum,Clothing,876.29,115
1255,Saree sed,Clothing,3153.01,903
1256,Saree maiores,Clothing,81.46,22
1257,Saree voluptatum,Clothing,6145.45,597
1258,Saree quod,Clothing,937.42,301
1259,Saree magni,Clothing,173.66,490
1260,Saree reprehenderit,Clothing,459.87,500
1261,Saree illo,Clothing,1155.28,461
1262,Saree voluptatibus,Clothing,560.38,358
1263,Saree recusandae,Clothing,1121.86,198
1264,Saree velit,Clothing,125.66,998
1265,Saree ullam,Clothing,644.61,62
1266,Saree alias,Clothing,59.98,268
1267,Saree provident,Clothing,423.17,973
1268,Saree cupiditate,Clothing,128.86,892
1269,Saree illo,Clothing,165.89,499
1270,Saree explicabo,Clothing,3193.1,126
1271,Saree quisquam,Clothing,2569.77,851
1272,Saree hic,Clothing,1246.77,76
1273,Saree similique,Clothing,97.14,420
1274,Saree temporibus,Clothing,311.06,513
1275,Saree id,Clothing,3084.84,85
1276,Saree cumque,Clothing,618.43,600
1277,Saree a,Clothing,16213.55,654
1278,Saree a,Clothing,901.97,712
1279,Saree perspiciatis,Clothing,666.93,64
1280,Saree sequi,Clothing,314.48,165
1281,Saree eius,Clothing,610.89,162
1282,Saree nulla,Clothing,397.78,840
1283,Saree deleniti,Clothing,1446.31,586
1284,Saree ad,Clothing,2099.93,981
1285,Saree optio,Clothing,153.8,321
1286,Saree similique,Clothing,67.88,97
1287,Saree architecto,Clothing,31.83,264
1288,Saree cumque,Clothing,1071.26,131
1289,Saree ipsum,Clothing,95.54,581
1290,Saree sequi,Clothing,19.79,792
1291,Saree quidem,Clothing,895.58,436
1292,Saree architecto,Clothing,21038.46,630
1293,Saree alias,Clothing,495.47,620
1294,Saree quidem,Clothing,1758.72,819
1295,Saree fugit,Clothing,565.3,643
1296,Saree doloribus,Clothing,431.07,241
1297,Saree iusto,Clothing,1984.7,804
1298,Saree quae,Clothing,323.5,545
1299,Saree similique,Clothing,746.72,399
1300,Saree dolore,Clothing,810.1,471
1301,Saree animi,Clothing,183.55,940
1302,Saree odit,Clothing,2214.26,463
1303,Saree adipisci,Clothing,384.59,314
1304,Saree non,Clothing,160.93,890
1305,Saree aperiam,Clothing,1118.09,612
1306,Saree et,Clothing,129.92,449
1307,Saree asperiores,Clothing,521.59,322
1308,Saree eius,Clothing,493.21,592
1309,Saree cumque,Clothing,2548.99,645
1310,Saree ipsum,Clothing,1019.08,71
1311,Saree animi,Clothing,481.58,634
1312,Saree maiores,Clothing,1704.89,993
1313,Saree nesciunt,Clothing,4023.55,767
1314,Saree recusandae,Clothing,1154.39,111
1315,Saree reiciendis,Clothing,507.83,980
1316,Saree laudantium,Clothing,69.89,791
1317,Saree facere,Clothing,101.18,222
1318,Saree nulla,Clothing,316.33,650
1319,Saree assumenda,Clothing,200.4,226
1320,Saree doloremque,Clothing,377.72,280
1321,Kurta consequuntur,Clothing,544.34,686
1322,Kurta id,Clothing,1106.71,93
1323,Kurta optio,Clothing,449.83,170
1324,Kurta esse,Clothing,1037.28,255
1325,Kurta reprehenderit,Clothing,550.77,187
1326,Kurta id,Clothing,25.83,575
1327,Kurta accusantium,Clothing,122.19,86
1328,Kurta rerum,Clothing,402.81,170
1329,Kurta dolorem,Clothing,81.46,12
1330,Kurta laudantium,Clothing,1229.67,428
1331,Kurta aliquam,Clothing,4967.81,471
1332,Kurta facere,Clothing,3111.16,715
1333,Kurta est,Clothing,363.01,618
1334,Kurta consequuntur,Clothing,4678.33,491
1335,Kurta cumque,Clothing,624.91,308
1336,Kurta ut,Clothing,301.56,43
1337,Kurta itaque,Clothing,199.24,247
1338,Kurta laborum,Clothing,317.64,305
1339,Kurta nostrum,Clothing,279.32,733
1340,Kurta pariatur,Clothing,645.63,299
1341,Kurta voluptatibus,Clothing,636.17,729
1342,Kurta soluta,Clothing,502.29,890
1343,Kurta facilis,Clothing,962.96,474
1344,Kurta occaecati,Clothing,2982.68,82
1345,Kurta doloribus,Clothing,2077.54,713
1346,Kurta iste,Clothing,53.91,249
1347,Kurta facere,Clothing,10.85,956
1348,Kurta nisi,Clothing,2030.6,280
1349,Kurta aspernatur,Clothing,64.35,816
1350,Kurta commodi,Clothing,356.9,820
1351,Kurta nam,Clothing,86.44,650
1352,Kurta quaerat,Clothing,33.5,613
1353,Kurta odit,Clothing,1126.42,687
1354,Kurta corporis,Clothing,1561.4,833
1355,Kurta dolores,Clothing,210.58,966
1356,Kurta laboriosam,Clothing,10.26,212
1357,Kurta in,Clothing,220.36,445
1358,Kurta ipsa,Clothing,899.93,127
1359,Kurta autem,Clothing,54.39,567
1360,Kurta molestias,Clothing,658.29,240
1361,Kurta saepe,Clothing,488.65,673
1362,Kurta nisi,Clothing,1192.19,162
1363,Kurta atque,Clothing,598.23,940
1364,Kurta facilis,Clothing,116.16,282
1365,Kurta ut,Clothing,3009.31,856
1366,Kurta pariatur,Clothing,394.18,155
1367,Kurta rerum,Clothing,479.94,83
1368,Kurta quaerat,Clothing,123.31,71
1369,Kurta doloribus,Clothing,257.16,179
1370,Kurta ut,Clothing,132.61,821
1371,Kurta quia,Clothing,385.75,324
1372,Kurta nam,Clothing,6517.01,619
1373,Kurta optio,Clothing,63.86,776
1374,Kurta quos,Clothing,44.45,854
1375,Kurta enim,Clothing,4543.09,592
1376,Kurta commodi,Clothing,365.26,953
1377,Kurta repellat,Clothing,183.28,305
1378,Kurta magnam,Clothing,2379.07,459
1379,Kurta quisquam,Clothing,201.58,137
1380,Kurta commodi,Clothing,7735.87,489
1381,Kurta repudiandae,Clothing,1382.29,715
1382,Kurta asperiores,Clothing,240.51,321
1383,Kurta soluta,Clothing,12715.42,726
1384,Kurta distinctio,Clothing,201.55,422
1385,Kurta ipsam,Clothing,1521.96,975
1386,Kurta quia,Clothing,783.32,288
1387,Kurta dolorum,Clothing,3523.54,522
1388,Kurta voluptatum,Clothing,5202.4,562
1389,Kurta porro,Clothing,524.59,515
1390,Kurta voluptatibus,Clothing,161.5,458
1391,Kurta natus,Clothing,996.82,92
1392,Kurta soluta,Clothing,180.92,622
1393,Kurta expedita,Clothing,10246.47,50
1394,Kurta animi,Clothing,613.64,920
1395,Kurta dolorum,Clothing,289.06,452
1396,Kurta rem,Clothing,659.6,762
1397,Kurta eius,Clothing,66.28,340
1398,Kurta aspernatur,Clothing,116.42,628
1399,Kurta deleniti,Clothing,3026.7,266
1400,Kurta fuga,Clothing,186.66,36
1401,Kurta impedit,Clothing,103.98,103
1402,Kurta eum,Clothing,1118.32,244
1403,Kurta maiores,Clothing,2960.65,994
1404,Kurta fugit,Clothing,1470.03,700
1405,Kurta tenetur,Clothing,2227.6,866
1406,Kurta dolore,Clothing,160.68,891
1407,Kurta ipsam,Clothing,59.26,599
1408,Kurta impedit,Clothing,4753.37,611
1409,Kurta voluptates,Clothing,308.15,983
1410,Kurta eius,Clothing,343.22,31
1411,Kurta ratione,Clothing,3666.16,793
1412,Kurta a,Clothing,1151.65,698
1413,Kurta quae,Clothing,990.73,851
1414,Kurta mollitia,Clothing,12863.02,285
1415,Kurta minus,Clothing,190.44,600
1416,Kurta pariatur,Clothing,2010.96,51
1417,Kurta voluptatem,Clothing,544.64,791
1418,Kurta sapiente,Clothing,748.07,784
1419,Kurta officia,Clothing,4950.83,189
1420,Kurta quae,Clothing,1071.01,491
1421,Kurta ipsa,Clothing,1121.08,541
1422,Kurta tempore,Clothing,2498.31,677
1423,Kurta est,Clothing,289.22,462
1424,Kurta explicabo,Clothing,142.0,948
1425,Kurta pariatur,Clothing,104.31,294
1426,Kurta in,Clothing,26.18,195
1427,Kurta harum,Clothing,10926.2,609
1428,Kurta consequuntur,Clothing,95.56,456
1429,Kurta autem,Clothing,358.79,660
1430,Kurta sint,Clothing,330.1,843
1431,Kurta ducimus,Clothing,792.92,513
1432,Kurta numquam,Clothing,1699.71,103
1433,Kurta facere,Clothing,1817.68,491
1434,Kurta deleniti,Clothing,208.51,366
1435,Kurta impedit,Clothing,389.13,428
1436,Kurta hic,Clothing,763.93,351
1437,Kurta fugiat,Clothing,344.32,338
1438,Kurta temporibus,Clothing,5572.65,696
1439,Kurta earum,Clothing,1044.27,117
1440,Kurta nesciunt,Clothing,1505.57,888
1441,Shirt autem,Clothing,1351.45,174
1442,Shirt tenetur,Clothing,2906.83,347
1443,Shirt atque,Clothing,655.99,431
1444,Shirt nihil,Clothing,71.48,720
1445,Shirt aspernatur,Clothing,910.63,517
1446,Shirt non,Clothing,188.21,305
1447,Shirt saepe,Clothing,226.26,688
1448,Shirt tempora,Clothing,1204.9,977
1449,Shirt perferendis,Clothing,3203.61,420
1450,Shirt laudantium,Clothing,516.21,843
1451,Shirt minima,Clothing,794.61,788
1452,Shirt sunt,Clothing,6424.86,573
1453,Shirt veniam,Clothing,717.47,47
1454,Shirt quam,Clothing,24763.67,475
1455,Shirt itaque,Clothing,1167.79,100
1456,Shirt ducimus,Clothing,35.64,332
1457,Shirt alias,Clothing,1547.85,268
1458,Shirt quos,Clothing,885.67,341
1459,Shirt eveniet,Clothing,3460.74,128
1460,Shirt quod,Clothing,1372.49,801
1461,Shirt aut,Clothing,406.23,423
1462,Shirt ipsam,Clothing,79.69,895
1463,Shirt debitis,Clothing,365.43,536
1464,Shirt sequi,Clothing,139.61,854
1465,Shirt inventore,Clothing,209.31,11
1466,Shirt hic,Clothing,1208.91,683
1467,Shirt deleniti,Clothing,6120.9,900
1468,Shirt assumenda,Clothing,903.81,565
1469,Shirt quidem,Clothing,83.16,483
1470,Shirt cumque,Clothing,974.1,433
1471,Shirt aliquam,Clothing,3009.58,65
1472,Shirt doloremque,Clothing,200.32,202
1473,Shirt dicta,Clothing,408.95,540
1474,Shirt magnam,Clothing,511.14,380
1475,Shirt assumenda,Clothing,154.05,647
1476,Shirt exercitationem,Clothing,1322.17,784
1477,Shirt expedita,Clothing,417.04,520
1478,Shirt error,Clothing,938.15,650
1479,Shirt a,Clothing,132.07,462
1480,Shirt asperiores,Clothing,259.41,788
1481,Shirt unde,Clothing,1477.61,62
1482,Shirt reiciendis,Clothing,285.82,218
1483,Shirt assumenda,Clothing,6667.86,283
1484,Shirt aliquid,Clothing,274.56,572
1485,Shirt fuga,Clothing,700.39,144
1486,Shirt culpa,Clothing,2025.34,959
1487,Shirt vero,Clothing,59.56,304
1488,Shirt minus,Clothing,35.64,458
1489,Shirt dolorem,Clothing,50.71,911
1490,Shirt delectus,Clothing,3322.54,725
1491,Shirt totam,Clothing,218.51,506
1492,Shirt totam,Clothing,23199.99,134
1493,Shirt dolor,Clothing,214.48,39
1494,Shirt corrupti,Clothing,659.47,655
1495,Shirt illo,Clothing,5053.18,633
1496,Shirt nostrum,Clothing,10134.97,828
1497,Shirt ipsa,Clothing,11013.35,255
1498,Shirt modi,Clothing,3063.02,736
1499,Shirt quam,Clothing,2323.2,172
1500,Shirt architecto,Clothing,1216.09,328
1501,Shirt beatae,Clothing,1607.04,574
1502,Shirt veritatis,Clothing,218.73,24
1503,Shirt ducimus,Clothing,146.54,575
1504,Shirt eaque,Clothing,497.48,427
1505,Shirt non,Clothing,387.35,105
1506,Shirt enim,Clothing,253.35,240
1507,Shirt optio,Clothing,1421.1,871
1508,Shirt odit,Clothing,2095.54,944
1509,Shirt iusto,Clothing,570.9,126
1510,Shirt pariatur,Clothing,4586.64,482
1511,Shirt minus,Clothing,90.2,979
1512,Shirt laudantium,Clothing,373.95,130
1513,Shirt saepe,Clothing,170.61,673
1514,Shirt eum,Clothing,30.41,862
1515,Shirt quia,Clothing,441.68,167
1516,Shirt aliquid,Clothing,416.54,520
1517,Shirt architecto,Clothing,4840.55,965
1518,Shirt harum,Clothing,1287.97,743
1519,Shirt nihil,Clothing,107.59,308
1520,Shirt molestias,Clothing,8068.69,531
1521,Shirt maiores,Clothing,3121.78,732
1522,Shirt ea,Clothing,1197.22,289
1523,Shirt exercitationem,Clothing,355.98,435
1524,Shirt porro,Clothing,118.56,864
1525,Shirt occaecati,Clothing,286.09,504
1526,Shirt minus,Clothing,2559.92,493
1527,Shirt cumque,Clothing,8446.33,259
1528,Shirt ipsam,Clothing,5061.78,477
1529,Shirt ullam,Clothing,240.17,574
1530,Shirt eum,Clothing,93.24,158
1531,Shirt voluptas,Clothing,617.66,402
1532,Shirt debitis,Clothing,35.23,205
1533,Shirt placeat,Clothing,811.89,953
1534,Shirt ipsa,Clothing,400.7,623
1535,Shirt exercitationem,Clothing,248.53,530
1536,Shirt minima,Clothing,45.72,774
1537,Shirt dolores,Clothing,1080.32,910
1538,Shirt reprehenderit,Clothing,224.88,149
1539,Shirt rerum,Clothing,86.46,894
1540,Shirt dolore,Clothing,6.73,81
1541,Shirt quis,Clothing,479.78,292
1542,Shirt sit,Clothing,7136.56,801
1543,Shirt voluptatum,Clothing,6042.04,818
1544,Shirt quo,Clothing,251.88,884
1545,Shirt eligendi,Clothing,202.61,434
1546,Shirt illum,Clothing,1010.06,358
1547,Shirt atque,Clothing,111.84,966
1548,Shirt necessitatibus,Clothing,786.27,816
1549,Shirt quae,Clothing,1577.71,529
1550,Shirt quos,Clothing,3149.53,283
1551,Shirt dignissimos,Clothing,430.25,850
1552,Shirt cumque,Clothing,368.37,12
1553,Shirt omnis,Clothing,133.97,299
1554,Shirt quasi,Clothing,144.65,753
1555,Shirt recusandae,Clothing,355.99,315
1556,Shirt qui,Clothing,867.54,867
1557,Shirt occaecati,Clothing,1968.42,611
1558,Shirt numquam,Clothing,149.88,603
1559,Shirt incidunt,Clothing,4692.13,685
1560,Shirt nemo,Clothing,332.93,511
1561,Trousers fugit,Clothing,484.23,896
1562,Trousers cupiditate,Clothing,163.01,162
1563,Trousers laboriosam,Clothing,13.17,467
1564,Trousers id,Clothing,1883.1,561
1565,Trousers voluptates,Clothing,1510.01,505
1566,Trousers eos,Clothing,327.87,363
1567,Trousers sed,Clothing,552.85,350
1568,Trousers doloribus,Clothing,1084.11,575
1569,Trousers quis,Clothing,47.98,791
1570,Trousers dolores,Clothing,226.11,566
1571,Trousers doloremque,Clothing,1645.84,396
1572,Trousers laudantium,Clothing,76.19,476
1573,Trousers blanditiis,Clothing,776.62,965
1574,Trousers sint,Clothing,65.35,339
1575,Trousers natus,Clothing,1006.52,900
1576,Trousers cum,Clothing,473.97,203
1577,Trousers facilis,Clothing,44.34,724
1578,Trousers fugiat,Clothing,2869.0,254
1579,Trousers laudantium,Clothing,166.12,595
1580,Trousers laboriosam,Clothing,148.3,402
1581,Trousers dolorem,Clothing,675.51,249
1582,Trousers nostrum,Clothing,2800.53,886
1583,Trousers magni,Clothing,108.95,804
1584,Trousers fuga,Clothing,548.47,430
1585,Trousers incidunt,Clothing,951.3,54
1586,Trousers ex,Clothing,1414.13,335
1587,Trousers fugiat,Clothing,651.5,772
1588,Trousers atque,Clothing,288.32,494
1589,Trousers numquam,Clothing,144.49,732
1590,Trousers delectus,Clothing,568.97,945
1591,Trousers nam,Clothing,100.12,840
1592,Trousers occaecati,Clothing,6.25,400
1593,Trousers fugit,Clothing,962.42,405
1594,Trousers minima,Clothing,1940.13,689
1595,Trousers atque,Clothing,14.44,821
1596,Trousers beatae,Clothing,109.95,850
1597,Trousers saepe,Clothing,1265.65,677
1598,Trousers placeat,Clothing,10947.33,165
1599,Trousers debitis,Clothing,515.84,517
1600,Trousers quis,Clothing,167.77,997
1601,Trousers eaque,Clothing,380.04,47
1602,Trousers ab,Clothing,3932.08,139
1603,Trousers quia,Clothing,189.74,524
1604,Trousers rem,Clothing,150.78,998
1605,Trousers nobis,Clothing,242.38,614
1606,Trousers accusamus,Clothing,119.66,349
1607,Trousers molestias,Clothing,601.01,900
1608,Trousers blanditiis,Clothing,5719.44,112
1609,Trousers animi,Clothing,811.78,905
1610,Trousers molestiae,Clothing,342.43,875
1611,Trousers consequuntur,Clothing,322.75,460
1612,Trousers quis,Clothing,47.93,112
1613,Trousers sint,Clothing,1880.46,548
1614,Trousers necessitatibus,Clothing,444.9,942
1615,Trousers deleniti,Clothing,381.42,477
1616,Trousers voluptas,Clothing,60130.32,25
1617,Trousers ducimus,Clothing,782.69,749
1618,Trousers odio,Clothing,161.89,157
1619,Trousers nesciunt,Clothing,263.77,429
1620,Trousers dignissimos,Clothing,2799.73,901
1621,Trousers at,Clothing,592.6,680
1622,Trousers quaerat,Clothing,57.81,168
1623,Trousers nesciunt,Clothing,1985.15,86
1624,Trousers molestias,Clothing,183.53,490
1625,Trousers soluta,Clothing,8304.52,810
1626,Trousers adipisci,Clothing,2526.73,281
1627,Trousers libero,Clothing,255.6,356
1628,Trousers error,Clothing,3415.68,648
1629,Trousers dignissimos,Clothing,553.57,719
1630,Trousers veniam,Clothing,1796.81,417
1631,Trousers quos,Clothing,1034.53,675
1632,Trousers dolorem,Clothing,140.48,92
1633,Trousers dolore,Clothing,190.43,882
1634,Trousers recusandae,Clothing,2343.85,346
1635,Trousers cumque,Clothing,302.61,882
1636,Trousers pariatur,Clothing,272.91,700
1637,Trousers odit,Clothing,119.33,889
1638,Trousers consequuntur,Clothing,943.89,556
1639,Trousers cupiditate,Clothing,11030.24,399
1640,Trousers quo,Clothing,100.82,987
1641,Trousers id,Clothing,518.5,334
1642,Trousers assumenda,Clothing,4158.62,651
1643,Trousers ab,Clothing,443.7,745
1644,Trousers maxime,Clothing,985.52,918
1645,Trousers magnam,Clothing,101.6,787
1646,Trousers fugit,Clothing,950.58,509
1647,Trousers suscipit,Clothing,377.62,903
1648,Trousers quisquam,Clothing,2193.39,564
1649,Trousers ipsam,Clothing,2968.13,46
1650,Trousers reiciendis,Clothing,24317.55,642
1651,Trousers repellat,Clothing,1192.8,80
1652,Trousers nemo,Clothing,815.09,250
1653,Trousers corrupti,Clothing,669.27,656
1654,Trousers veritatis,Clothing,294.38,710
1655,Trousers provident,Clothing,830.75,953
1656,Trousers voluptatibus,Clothing,321.02,304
1657,Trousers non,Clothing,643.74,242
1658,Trousers natus,Clothing,3608.34,774
1659,Trousers explicabo,Clothing,110.48,102
1660,Trousers deserunt,Clothing,2763.98,454
1661,Trousers delectus,Clothing,3605.73,110
1662,Trousers delectus,Clothing,418.85,788
1663,Trousers mollitia,Clothing,20.74,658
1664,Trousers alias,Clothing,200.91,730
1665,Trousers adipisci,Clothing,3498.54,903
1666,Trousers praesentium,Clothing,483.14,112
1667,Trousers est,Clothing,111.68,464
1668,Trousers occaecati,Clothing,234.5,180
1669,Trousers fuga,Clothing,1764.35,720
1670,Trousers hic,Clothing,1135.36,316
1671,Trousers ut,Clothing,349.4,935
1672,Trousers deleniti,Clothing,288.41,39
1673,Trousers accusantium,Clothing,277.82,57
1674,Trousers amet,Clothing,125.34,342
1675,Trousers non,Clothing,5640.18,825
1676,Trousers ab,Clothing,308.32,67
1677,Trousers pariatur,Clothing,3103.69,310
1678,Trousers sit,Clothing,4898.0,377
1679,Trousers voluptates,Clothing,2235.17,393
1680,Trousers provident,Clothing,261.69,451
1681,Dress fuga,Clothing,916.17,159
1682,Dress iure,Clothing,482.18,260
1683,Dress dignissimos,Clothing,128.9,553
1684,Dress debitis,Clothing,813.34,431
1685,Dress facere,Clothing,85.29,589
1686,Dress mollitia,Clothing,2969.44,708
1687,Dress consequuntur,Clothing,249.06,821
1688,Dress quo,Clothing,676.1,194
1689,Dress ut,Clothing,764.74,184
1690,Dress fuga,Clothing,339.08,189
1691,Dress porro,Clothing,1205.5,90
1692,Dress dolorum,Clothing,245.24,634
1693,Dress earum,Clothing,1847.44,901
1694,Dress qui,Clothing,66.4,401
1695,Dress labore,Clothing,604.36,644
1696,Dress amet,Clothing,9163.67,709
1697,Dress quos,Clothing,111.51,256
1698,Dress eligendi,Clothing,180.91,519
1699,Dress neque,Clothing,1080.81,944
1700,Dress ab,Clothing,654.57,607
1701,Dress voluptatum,Clothing,846.03,156
1702,Dress autem,Clothing,1041.47,247
1703,Dress cumque,Clothing,1295.55,482
1704,Dress quaerat,Clothing,2641.65,663
1705,Dress quisquam,Clothing,924.58,270
1706,Dress quasi,Clothing,348.18,480
1707,Dress eius,Clothing,1371.24,271
1708,Dress occaecati,Clothing,8642.36,692
1709,Dress reiciendis,Clothing,409.8,19
1710,Dress vel,Clothing,115.91,930
1711,Dress molestiae,Clothing,2631.29,833
1712,Dress in,Clothing,417.4,486
